Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1991:3, 5787.052, 17176.95, 0, 6.806941, 0.6754577, 13.61901, 0, 66.97434, 1.483187, 10.44108, 19.86162, 26.27225, 2.944195, 54.84755, 1910.733, 1354.054, 2125.732, 41.77845, 0.1752844, 0.2991346, 3624.577, 0.6263253, 2.968168, 3.367599, 0.9374738, -0.009378702, 0.194929, 0.2066816, 0.2029557, 
1991:4, 5308.652, 15960.69, 0, 6.734112, 0.6738729, 13.58969, 0, 67.09931, 1.579994, 10.32301, 20.06, 26.94749, 3.01247, 54.02316, 1708.203, 1275.374, 1962.77, 38.69453, 0.1783364, 0.2987261, 3351.375, 0.6313043, 3.006543, 3.38305, 0.9471019, -0.009363227, 0.1889596, 0.2008966, 0.1970945, 
1991:5, 4838.462, 14733.44, 0, 6.644664, 0.6556022, 13.58887, 0, 67.27187, 1.667994, 10.17101, 20.57367, 27.89785, 3.096488, 52.01263, 1510.552, 1107.457, 1712.662, 35.28854, 0.1824043, 0.2979999, 3077.688, 0.6360882, 3.045067, 3.402292, 0.9535378, -0.009136504, 0.1820741, 0.1941362, 0.190274, 
1991:6, 4346.583, 13398.96, 0, 6.54634, 0.6200704, 13.63744, 0, 67.49341, 1.755761, 9.946973, 21.52934, 29.23604, 3.210556, 48.80418, 1305.037, 911.7188, 1431.692, 31.51696, 0.1877838, 0.2968279, 2787.499, 0.6413082, 3.082642, 3.429436, 0.9541953, -0.00861829, 0.1734496, 0.1855426, 0.1816457, 
1991:7, 3829.728, 11929.28, 0, 6.452873, 0.6015598, 13.70928, 0, 67.67867, 1.927842, 9.629782, 22.18268, 30.30581, 3.377435, 47.22123, 1086.695, 694.6213, 1124.462, 27.98063, 0.1920805, 0.2954953, 2476.962, 0.6467723, 3.114917, 3.446597, 0.9515612, -0.008303943, 0.1620582, 0.1739824, 0.1701078, 
1991:8, 3380.632, 10598.31, 0, 6.410614, 0.7918149, 13.47336, 0, 67.30787, 2.631191, 9.385167, 17.95976, 26.85559, 3.592255, 62.63095, 878.4581, 529.2275, 873.6635, 27.66655, 0.194942, 0.2970913, 2191.284, 0.6481877, 3.135008, 3.294188, 0.975267, -0.01125474, 0.1482596, 0.1596594, 0.1559194, 
1991:9, 3203.256, 10013.89, 0, 6.623525, 0.9436746, 13.22834, 0, 66.82635, 3.13207, 9.246033, 14.92934, 24.17844, 3.710763, 74.85808, 788.3758, 716.8729, 1025.5, 29.21738, 0.1980956, 0.2980382, 2082.442, 0.6501017, 3.126159, 3.185452, 0.9886671, -0.01358226, 0.1415642, 0.1525076, 0.1489092, 
1991:10, 3293.942, 10245.55, 0, 6.646214, 0.8760535, 13.24549, 0, 67.15955, 2.900519, 9.172154, 15.66415, 25.46529, 3.67271, 68.91284, 827.9568, 1005.911, 1332.521, 28.92609, 0.2012047, 0.295198, 2127.771, 0.6459649, 3.110422, 3.199564, 0.9899229, -0.01271467, 0.1456628, 0.1566606, 0.1530693, 
1991:11, 3368.495, 10423.99, 0, 6.620419, 0.8257482, 13.30967, 0, 67.44351, 2.729015, 9.071626, 16.4256, 26.39849, 3.637521, 64.49463, 861.5469, 986.7997, 1328.544, 28.2172, 0.2053116, 0.2932568, 2163.588, 0.6423009, 3.094555, 3.212306, 0.9897943, -0.01187919, 0.1488373, 0.1598463, 0.1562693, 
1991:12, 3378.062, 10414.39, 0, 6.608532, 0.8287002, 13.32909, 0, 67.53892, 2.731224, 8.963546, 16.46236, 26.47914, 3.635767, 64.47141, 864.6482, 927.4748, 1271.449, 27.91953, 0.2087283, 0.2924275, 2162.686, 0.6402149, 3.082947, 3.205407, 0.9902629, -0.01164311, 0.1494269, 0.1603682, 0.1568215, 
1992:1, 3377.635, 10384.52, 0, 6.560694, 0.8006214, 13.37216, 0, 67.74426, 2.674578, 8.847692, 17.00923, 27.05853, 3.64021, 62.14224, 865.7261, 930.773, 1275.973, 27.08896, 0.2253212, 0.2912087, 2153.072, 0.6374496, 3.074495, 3.178974, 0.9899849, -0.01037997, 0.1498138, 0.1606912, 0.1571721, 
1992:2, 3326.819, 10215.73, 0, 6.486313, 0.7659041, 13.41979, 0, 67.96822, 2.639294, 8.720481, 17.6853, 27.73221, 3.673153, 59.45209, 846.2599, 870.2677, 1207.854, 25.83393, 0.2268161, 0.289976, 2111.795, 0.6347792, 3.070719, 3.194921, 0.9884181, -0.00980812, 0.1484883, 0.1592707, 0.1557835, 
1992:3, 3221.374, 9881.322, 0, 6.447887, 0.7868168, 13.40756, 0, 67.99684, 2.782924, 8.577977, 17.36415, 27.42009, 3.741384, 61.23464, 799.7766, 777.0651, 1095.795, 25.15854, 0.2237546, 0.289595, 2039.729, 0.633186, 3.067425, 3.187897, 0.988876, -0.01019663, 0.1448327, 0.155445, 0.1520073, 
1992:4, 3131.692, 9594.011, 0, 6.399729, 0.7759442, 13.41604, 0, 68.12868, 2.844682, 8.434924, 17.53123, 27.6193, 3.808017, 60.56834, 761.8261, 767.1644, 1070.55, 24.20712, 0.2186933, 0.2886521, 1975.571, 0.6308318, 3.063523, 3.199017, 0.9878011, -0.01041156, 0.1417191, 0.1521666, 0.1487789, 
1992:5, 3032.248, 9273.991, 0, 6.346345, 0.7639436, 13.42622, 0, 68.26453, 2.920602, 8.278358, 17.69045, 27.78076, 3.888871, 59.90131, 719.8231, 718.7442, 1005.056, 23.18345, 0.2162185, 0.2876698, 1904.554, 0.6280996, 3.058454, 3.20235, 0.9865045, -0.01044123, 0.1380152, 0.148265, 0.1449365, 
1992:6, 2950.898, 8992.478, 0, 6.544839, 0.9503614, 13.21698, 0, 67.57381, 3.486006, 8.227996, 14.54811, 24.40952, 3.948982, 74.71544, 672.5399, 666.6398, 933.8672, 25.46399, 0.2212064, 0.2903177, 1862.538, 0.6311768, 3.04737, 3.08988, 0.9875801, -0.0122004, 0.1335838, 0.1435818, 0.1403286, 
1992:7, 3119.433, 9462.308, 0, 6.843574, 1.075134, 13.13681, 0, 67.06211, 3.548946, 8.333418, 13.11293, 23.23695, 3.81266, 83.1216, 735.0562, 980.6823, 1275.011, 29.72095, 0.2327674, 0.2917412, 1992.338, 0.6386858, 3.033342, 3.02806, 0.9738433, -0.01201987, 0.1401383, 0.1503707, 0.1470633, 
1992:8, 3615.153, 10841.81, 0, 7.089613, 1.109096, 13.25327, 0, 66.84718, 3.11336, 8.587477, 13.18066, 23.44531, 3.525643, 83.72129, 941.6669, 1434.854, 1816.514, 34.95274, 0.24893, 0.2918612, 2325.782, 0.6433426, 2.998989, 3.015396, 0.9553146, -0.01040982, 0.1572679, 0.1678447, 0.1644727, 
1992:9, 4366.386, 12831.07, 0, 7.24566, 1.055905, 13.44303, 0, 66.83273, 2.543292, 8.87938, 14.06911, 23.66533, 3.257595, 79.32191, 1261.049, 1904.239, 2420.115, 39.58849, 0.2644056, 0.2915886, 2790.065, 0.6389871, 2.938602, 3.037485, 0.9413915, -0.008811153, 0.176135, 0.1865691, 0.1832886, 
1992:10, 5152.06, 14844.47, 0, 7.271777, 0.9533231, 13.60717, 0, 66.96312, 2.07974, 9.124883, 15.33058, 23.85698, 3.082262, 72.71871, 1598.8, 2208.216, 2865.441, 42.40329, 0.2808315, 0.2914393, 3240.885, 0.6290464, 2.881269, 3.073266, 0.9341989, -0.007283411, 0.1900304, 0.2000579, 0.1969347, 
1992:11, 5743.847, 16334.93, 0, 7.297507, 0.9110045, 13.69524, 0, 66.90176, 1.858194, 9.336303, 15.88763, 23.5873, 2.987304, 70.78223, 1851.971, 2254.991, 3017.7, 45.29844, 0.2963409, 0.2920726, 3577.962, 0.6229209, 2.8439, 3.092257, 0.9283798, -0.006441449, 0.1978033, 0.2075548, 0.204531, 
1992:12, 6242.044, 17575.36, 0, 7.351552, 0.9017129, 13.74622, 0, 66.72298, 1.736804, 9.540739, 15.99939, 23.09393, 2.924103, 71.32509, 2063.362, 2364.287, 3214.82, 48.79358, 0.3123927, 0.2929378, 3866.489, 0.6194267, 2.815642, 3.099208, 0.922739, -0.005830625, 0.2030946, 0.2126579, 0.2097, 
1993:1, 6747.681, 18852.48, 0, 7.311185, 0.8405747, 13.79923, 0, 66.76794, 1.572302, 9.708754, 16.7159, 23.17002, 2.871139, 67.9383, 2282.238, 2570.65, 3511.928, 50.56573, 0.3778143, 0.2933205, 4138.307, 0.6132932, 2.79392, 3.061472, 0.9208613, -0.0009932964, 0.2077288, 0.2171139, 0.2142174, 
1993:2, 7078.932, 19712.62, 0, 7.265584, 0.7991174, 13.82524, 0, 66.78792, 1.470135, 9.85199, 17.24857, 23.27209, 2.840055, 65.60045, 2426.933, 2545.678, 3546.337, 51.56756, 0.3894483, 0.2938423, 4315.081, 0.6095666, 2.784688, 3.087211, 0.920979, -0.0008718712, 0.2102654, 0.2196207, 0.2167346, 
1993:3, 7266.313, 20188.28, 0, 7.362324, 0.8416399, 13.81125, 0, 66.46851, 1.494109, 10.02216, 16.64132, 22.57095, 2.824339, 69.67052, 2503.077, 2485.701, 3517.196, 54.86421, 0.4016185, 0.2949308, 4444.492, 0.6116571, 2.778338, 3.075944, 0.919152, -0.0006085509, 0.2113696, 0.2207962, 0.2178863, 
1993:4, 7627.673, 21076.55, 0, 7.422668, 0.8411355, 13.82672, 0, 66.29028, 1.445293, 10.17389, 16.51793, 22.1608, 2.797828, 70.6719, 2655.612, 2774.591, 3869.096, 58.23633, 0.4158958, 0.295558, 4655.921, 0.6103986, 2.76317, 3.078142, 0.9161654, 9.55501E-06, 0.2137764, 0.2231308, 0.2202455, 
1993:5, 8030.669, 22176.58, 0, 7.078938, 0.6378611, 13.91915, 0, 67.04689, 1.159805, 10.15735, 19.50296, 24.24134, 2.766014, 54.78265, 2848.553, 3001.706, 4175.553, 53.1688, 0.4179407, 0.2946878, 4798.112, 0.5974734, 2.761485, 3.183575, 0.9188336, -0.0003431248, 0.216483, 0.2257301, 0.222881, 
1993:6, 7585.3, 21233.73, 0, 6.85157, 0.5516706, 13.94212, 0, 67.45118, 1.087916, 10.11556, 21.65048, 26.18803, 2.786386, 46.85667, 2675.415, 2131.574, 3231.055, 47.2692, 0.4043575, 0.2947252, 4532.417, 0.5975264, 2.799327, 3.276788, 0.9233832, -0.001859857, 0.2133132, 0.2230309, 0.2200233, 
1993:7, 6722.382, 19204.07, 0, 6.698514, 0.5006393, 13.97204, 0, 67.74414, 1.100979, 9.983676, 23.71099, 28.42461, 2.845262, 41.32513, 2321.333, 1509.125, 2459.12, 40.88113, 0.3806895, 0.2946448, 4065.732, 0.6048052, 2.856736, 3.377419, 0.9260471, -0.003147402, 0.206399, 0.2167985, 0.213556, 
1993:8, 5691.841, 16635.76, 0, 6.645258, 0.4573052, 14.07223, 0, 67.92136, 1.161201, 9.742652, 26.09241, 31.15243, 2.948863, 36.4403, 1893.741, 1017.011, 1787.482, 34.46075, 0.3527316, 0.2941157, 3522.587, 0.6188836, 2.922737, 3.49833, 0.9218938, -0.003688117, 0.1958096, 0.2069284, 0.2034265, 
1993:9, 4695.75, 14126.6, 0, 6.478678, 0.5993239, 13.88788, 0, 67.90024, 1.627452, 9.506425, 23.34669, 30.14432, 3.12296, 46.7632, 1456.859, 626.1263, 1214.027, 31.34222, 0.3275716, 0.295048, 2961.767, 0.6307335, 3.00838, 3.42326, 0.9430338, -0.005283946, 0.1808571, 0.1925086, 0.1887906, 
1993:10, 4031.213, 12330.62, 0, 6.430021, 0.7195255, 13.72884, 0, 67.75652, 2.1012, 9.263903, 20.71009, 28.76414, 3.309833, 55.75819, 1162.192, 658.1299, 1123.634, 29.40804, 0.3038518, 0.2955612, 2574.433, 0.638625, 3.058786, 3.351247, 0.9582174, -0.007228401, 0.1670227, 0.1786824, 0.1749221, 
1993:11, 3641.121, 11209.62, 0, 6.528669, 0.8556231, 13.52852, 0, 67.38305, 2.594598, 9.109557, 17.64312, 26.5316, 3.470015, 66.36318, 982.9468, 713.4529, 1105.018, 29.30415, 0.2822338, 0.2963705, 2344.247, 0.6438257, 3.078618, 3.269467, 0.9719132, -0.009813178, 0.1564242, 0.167802, 0.1641072, 
1993:12, 3530.154, 10846.46, 0, 6.826394, 1.021083, 13.30386, 0, 66.73484, 3.002431, 9.111371, 14.59671, 23.94609, 3.530861, 79.02774, 920.772, 888.9567, 1255.642, 32.17937, 0.267263, 0.2976527, 2294.171, 0.6498784, 3.072516, 3.190775, 0.9760628, -0.01250841, 0.1526132, 0.1637619, 0.1601393, 
1994:1, 3792.18, 11540.35, 0, 7.068368, 1.072234, 13.25138, 0, 66.48077, 2.891254, 9.23597, 13.78666, 23.38994, 3.425444, 82.20158, 1024.861, 1313.364, 1724.68, 36.30573, 0.2432841, 0.2970285, 2468.709, 0.651, 3.043195, 3.197205, 0.9671289, -0.01372635, 0.1604243, 0.1716081, 0.1680069, 
1994:2, 4358.019, 13034.26, 0, 7.19473, 1.026762, 13.34962, 0, 66.52862, 2.484516, 9.415752, 14.33792, 23.62172, 3.245394, 78.44956, 1264.383, 1753.112, 2265.404, 39.94745, 0.2425583, 0.2955821, 2811.634, 0.6451632, 2.990867, 3.219241, 0.9567615, -0.01303621, 0.1743548, 0.185427, 0.1819077, 
1994:3, 5008.411, 14670.9, 0, 7.382431, 1.040039, 13.44914, 0, 66.27959, 2.236397, 9.61242, 14.25172, 22.83971, 3.098505, 80.03277, 1536.363, 2026.342, 2653.042, 45.67495, 0.249431, 0.2955546, 3208.763, 0.6406748, 2.929253, 3.214181, 0.9416052, -0.0126412, 0.1862778, 0.1970099, 0.1936332, 
1994:4, 5833.514, 16779.72, 0, 7.140544, 0.784441, 13.65563, 0, 67.10218, 1.653495, 9.663696, 17.38912, 24.69793, 2.968875, 61.91492, 1902.975, 2517.177, 3297.253, 43.47165, 0.2552514, 0.2933115, 3621.166, 0.6207522, 2.876434, 3.306484, 0.9424611, -0.01019812, 0.1980961, 0.2082785, 0.2051052, 
1994:5, 5927.907, 17065.3, 0, 6.961336, 0.6968153, 13.72651, 0, 67.44736, 1.507534, 9.660454, 19.03762, 25.86545, 2.951379, 55.33884, 1953.182, 1926.477, 2726.694, 40.87831, 0.2574259, 0.2930861, 3649.356, 0.6156231, 2.878807, 3.36229, 0.9441132, -0.009172915, 0.199158, 0.2093885, 0.2061993, 
1994:6, 5652.911, 16422.6, 0, 6.801299, 0.6511467, 13.75645, 0, 67.71475, 1.489593, 9.586772, 20.31803, 27.11582, 2.982208, 51.4063, 1844.139, 1552.739, 2306.539, 37.60313, 0.2562727, 0.2929375, 3483.052, 0.6161519, 2.905159, 3.410334, 0.9467272, -0.008511553, 0.1958599, 0.2063617, 0.2030759, 
1994:7, 5193.708, 15279.9, 0, 6.727912, 0.6890728, 13.71684, 0, 67.72168, 1.650791, 9.493693, 20.05951, 27.3671, 3.050968, 53.77378, 1648.541, 1234.76, 1906.298, 35.40836, 0.2525392, 0.2933087, 3229.227, 0.6217576, 2.942003, 3.412487, 0.9533387, -0.008786325, 0.1895114, 0.2003595, 0.1969454, 
1994:8, 4792.679, 14239.15, 0, 6.7716, 0.7970337, 13.61484, 0, 67.44265, 1.941376, 9.4325, 18.33335, 26.37186, 3.128803, 61.60207, 1470.191, 1130.939, 1727.899, 35.15816, 0.2481389, 0.2942481, 3016.346, 0.6293653, 2.97102, 3.368421, 0.962398, -0.01000601, 0.1828667, 0.1939416, 0.1904367, 
1994:9, 4603.404, 13733.6, 0, 6.822921, 0.845119, 13.55379, 0, 67.30277, 2.086878, 9.38853, 17.47567, 25.90071, 3.17359, 65.04448, 1385.491, 1251.867, 1813.665, 35.21516, 0.2467294, 0.2944579, 2914.522, 0.6331232, 2.983357, 3.343644, 0.9661261, -0.01063648, 0.1794275, 0.1905465, 0.1870196, 
1994:10, 4530.999, 13547.64, 0, 6.734279, 0.7659747, 13.59612, 0, 67.62642, 1.979583, 9.297626, 18.64505, 27.06707, 3.192508, 58.91004, 1360.35, 1332.816, 1884.268, 33.20496, 0.2421749, 0.2932165, 2858.061, 0.6307794, 2.98999, 3.385232, 0.966538, -0.01001197, 0.1784201, 0.1895157, 0.1859954, 
1994:11, 4325.936, 13004.34, 0, 6.650451, 0.734948, 13.61728, 0, 67.80798, 2.001734, 9.187593, 19.24461, 27.81692, 3.245979, 56.3904, 1276.316, 1126.72, 1643.032, 31.14501, 0.2368616, 0.292537, 2731.26, 0.6313687, 3.006135, 3.410432, 0.9687135, -0.009808763, 0.1745308, 0.1856694, 0.1821254, 
1994:12, 4056.539, 12275.14, 0, 6.57726, 0.7352594, 13.61036, 0, 67.89968, 2.118462, 9.05899, 19.31865, 28.17526, 3.32859, 56.32614, 1162.37, 972.2765, 1441.024, 29.31756, 0.2318355, 0.2920642, 2568.312, 0.6331289, 3.026012, 3.41734, 0.9721569, -0.009948175, 0.168705, 0.1798585, 0.1762948, 
1995:1, 3795.74, 11550.17, 0, 6.555088, 0.7840102, 13.54708, 0, 67.81116, 2.353241, 8.949395, 18.41051, 27.64555, 3.426068, 60.09431, 1047.806, 873.2841, 1294.376, 28.38885, 0.2578242, 0.2921044, 2412.39, 0.6355519, 3.04293, 3.40818, 0.977346, -0.00947143, 0.1621653, 0.1732468, 0.1696901, 
1995:2, 3615.68, 11032.5, 0, 6.53709, 0.7975606, 13.51036, 0, 67.8279, 2.49451, 8.83257, 18.02697, 27.51999, 3.507742, 61.23629, 969.5353, 881.3676, 1270.13, 27.45709, 0.2534072, 0.2915955, 2299.726, 0.6360425, 3.051294, 3.393095, 0.9799848, -0.009992315, 0.1572493, 0.1682097, 0.1646822, 
1995:3, 3468.456, 10598.42, 0, 6.461419, 0.7440331, 13.5515, 0, 68.09131, 2.481484, 8.670221, 18.85774, 28.47185, 3.585484, 57.26227, 910.0982, 860.7535, 1225.088, 25.61556, 0.248482, 0.2900474, 2199.91, 0.6342621, 3.05566, 3.412717, 0.9788121, -0.009685378, 0.1532222, 0.1640443, 0.1605546, 
1995:4, 3260.996, 9977.002, 0, 6.357295, 0.6866339, 13.62259, 0, 68.38145, 2.505766, 8.446244, 19.93327, 29.57128, 3.710052, 53.1739, 825.7885, 727.4471, 1056.917, 23.35174, 0.2414545, 0.2882642, 2061.899, 0.6322911, 3.059495, 3.444106, 0.9743342, -0.009315756, 0.1467996, 0.1573919, 0.1539631, 
1995:5, 3012.275, 9212.605, 0, 6.2933, 0.7425669, 13.54711, 0, 68.31531, 2.886933, 8.214775, 18.65283, 28.31345, 3.893326, 58.27213, 715.4302, 574.3048, 858.1935, 22.36187, 0.2337848, 0.2881444, 1896.229, 0.6295004, 3.058355, 3.405932, 0.9775697, -0.01060604, 0.1371509, 0.1472958, 0.1439918, 
1995:6, 2845.125, 8672.021, 0, 6.316103, 0.8054089, 13.42554, 0, 68.17014, 3.264211, 8.0186, 17.13099, 26.73666, 4.049847, 63.97437, 638.5523, 581.6445, 834.1346, 22.09799, 0.2282127, 0.2881863, 1781.845, 0.6262798, 3.048028, 3.35342, 0.9803666, -0.01204811, 0.1296099, 0.1392917, 0.1361263, 
1995:7, 2759.485, 8375.51, 0, 6.269375, 0.7445449, 13.46793, 0, 68.49007, 3.218952, 7.809116, 17.95518, 27.72262, 4.155855, 59.51127, 604.4882, 639.2267, 878.2184, 20.74081, 0.2201511, 0.2858917, 1715.46, 0.6216593, 3.035171, 3.373989, 0.9757859, -0.01169947, 0.1261508, 0.135576, 0.1324928, 
1995:8, 2630.204, 7930.697, 0, 6.157716, 0.6292754, 13.63555, 0, 69.00655, 3.057611, 7.513309, 20.16816, 29.79749, 4.330884, 50.97477, 556.3385, 549.8153, 769.2054, 18.42863, 0.2073667, 0.2823867, 1619.65, 0.6157888, 3.015241, 3.451126, 0.961794, -0.01053262, 0.1206503, 0.1296796, 0.126719, 
1995:9, 2418.979, 7197.357, 0, 6.031556, 0.5723017, 13.73192, 0, 69.34196, 3.228377, 7.093883, 21.29451, 30.09125, 4.676369, 47.96686, 469.3103, 380.8005, 564.3305, 16.40804, 0.1938748, 0.2795567, 1463.639, 0.6050646, 2.97537, 3.504194, 0.9460705, -0.0101846, 0.1092368, 0.1173424, 0.1146667, 
1995:10, 2284.175, 6687.96, 0, 6.705537, 1.114303, 12.70926, 0, 66.9906, 5.484841, 6.995451, 10.56088, 16.5572, 4.838904, 96.01216, 376.0317, 276.7383, 422.2528, 23.02022, 0.1862259, 0.2920668, 1372.978, 0.6010827, 2.927954, 3.19966, 0.9569507, -0.02182468, 0.09501848, 0.1017314, 0.09949666, 
1995:11, 2620.208, 7800.378, 0, 7.061351, 1.229923, 12.78768, 0, 66.74278, 4.776947, 7.401313, 10.76775, 19.94757, 4.298632, 98.47681, 511.0678, 1083.407, 1286.943, 30.61805, 0.1892423, 0.2916845, 1644.238, 0.6275219, 2.977008, 3.184464, 0.9303753, -0.01917267, 0.1164053, 0.1250731, 0.1222436, 
1995:12, 3625.259, 10708.98, 0, 7.212931, 1.11915, 13.36035, 0, 67.07113, 3.130564, 8.105866, 13.1632, 23.76547, 3.5339, 83.09769, 942.7546, 1846.535, 2231.51, 35.1701, 0.1994279, 0.2890992, 2323.04, 0.6407927, 2.953991, 3.223304, 0.9210816, -0.01515643, 0.1584616, 0.1686547, 0.1654276, 
1996:1, 4562.63, 13172.03, 0, 7.390888, 1.072797, 13.58918, 0, 66.8945, 2.480728, 8.5719, 14.05057, 23.52766, 3.211752, 79.68775, 1340.917, 2085.68, 2637.422, 40.76524, 0.2246963, 0.2899742, 2904.811, 0.6366528, 2.886939, 3.172514, 0.9063175, -0.01282994, 0.1806593, 0.1906171, 0.1875095, 
1996:2, 5502.472, 15552.91, 0, 7.406699, 0.964067, 13.75554, 0, 66.95551, 1.994008, 8.924176, 15.33629, 23.48529, 3.027431, 73.39579, 1744.143, 2444.13, 3164.326, 44.38944, 0.2461833, 0.2904246, 3441.284, 0.6254069, 2.826532, 3.191203, 0.9000114, -0.01081782, 0.1954185, 0.2048806, 0.2019538, 
1996:3, 6215.667, 17352.95, 0, 7.341946, 0.8714397, 13.85008, 0, 67.04677, 1.704345, 9.18541, 16.46144, 23.58968, 2.930808, 68.17587, 2052.627, 2521.858, 3370.259, 46.36922, 0.2662052, 0.2910255, 3828.662, 0.6159696, 2.791808, 3.213821, 0.8981515, -0.00928833, 0.2035013, 0.2126622, 0.2098397, 
1996:4, 6647.266, 18453.57, 0, 7.33057, 0.8487398, 13.88041, 0, 66.93772, 1.596291, 9.406263, 16.77919, 23.35295, 2.882986, 67.67277, 2238.015, 2451.808, 3376.594, 48.66811, 0.2890107, 0.2920257, 4070.805, 0.6124029, 2.776114, 3.210875, 0.8967071, -0.008108982, 0.2073135, 0.2164115, 0.2136107, 
1996:5, 6985.475, 19324.67, 0, 7.321342, 0.8294413, 13.89592, 0, 66.84733, 1.518466, 9.587514, 17.02316, 23.19285, 2.850234, 67.19372, 2383.649, 2514.723, 3499.278, 50.6543, 0.3104514, 0.2928742, 4260.452, 0.6099015, 2.766407, 3.209051, 0.8959004, -0.006998184, 0.2098978, 0.2189903, 0.2161916, 
1996:6, 7255.581, 20038.68, 0, 7.285029, 0.7977151, 13.90683, 0, 66.83655, 1.441119, 9.732759, 17.42557, 23.25106, 2.826133, 65.52196, 2501.796, 2566.488, 3599.255, 51.73869, 0.3263454, 0.2935171, 4406.42, 0.6073145, 2.761829, 3.219854, 0.8964103, -0.006213428, 0.2117397, 0.220866, 0.2180562, 
1996:7, 7422.236, 20471.97, 0, 7.370763, 0.8334396, 13.88849, 0, 66.54349, 1.460406, 9.903419, 16.8873, 22.63496, 2.812702, 69.01922, 2569.808, 2528.646, 3588.735, 54.75479, 0.3372233, 0.294589, 4522.811, 0.6093596, 2.758195, 3.209035, 0.8959782, -0.006072214, 0.212604, 0.2218322, 0.2189883, 
1996:8, 7738.096, 21274.11, 0, 7.373549, 0.8092494, 13.90027, 0, 66.48396, 1.392256, 10.04073, 17.08824, 22.53497, 2.789726, 67.99524, 2705.788, 2782.335, 3898.284, 56.76025, 0.3504104, 0.2950928, 4697.975, 0.6071228, 2.749269, 3.213406, 0.8953946, -0.0052338, 0.2145942, 0.2237974, 0.2209621, 
1996:9, 8032.175, 21995.62, 0, 7.472609, 0.8343055, 13.89707, 0, 66.19273, 1.385675, 10.21762, 16.609, 21.9027, 2.770998, 70.97691, 2827.681, 2845.91, 4011.785, 60.69497, 0.3653549, 0.2959598, 4883.903, 0.6080425, 2.738439, 3.197467, 0.8943189, -0.004505601, 0.2162038, 0.225416, 0.2225779, 
1996:10, 8514.49, 23138.39, 0, 7.594253, 0.8520707, 13.91494, 0, 65.87634, 1.352484, 10.4099, 16.16023, 21.18863, 2.744328, 73.8605, 3028.717, 3170.225, 4419.32, 66.29556, 0.379571, 0.2966785, 5174.035, 0.6076741, 2.717531, 3.18692, 0.8919931, -0.003948489, 0.2188374, 0.2279384, 0.2251376, 
1996:11, 9240.826, 24880.19, 0, 7.601521, 0.8035623, 13.96401, 0, 65.81554, 1.234872, 10.5805, 16.49577, 21.00691, 2.709121, 71.73671, 3339.268, 3630.818, 5008.727, 70.52072, 0.3937463, 0.2969162, 5565.473, 0.6022701, 2.69242, 3.20052, 0.8920413, -0.003168359, 0.2224698, 0.2313434, 0.2286182, 
1996:12, 9916.369, 26496.56, 0, 7.647789, 0.7841542, 13.99535, 0, 65.63089, 1.162349, 10.77949, 16.49174, 20.61555, 2.681539, 71.93545, 3626.078, 3807.042, 5303.412, 75.62724, 0.4100211, 0.297442, 5942.461, 0.5992578, 2.672003, 3.20524, 0.893959, -0.002446327, 0.2252664, 0.2340075, 0.231326, 
1997:1, 10601.61, 28278.22, 0, 7.345838, 0.6278383, 14.0534, 0, 66.17947, 0.9600671, 10.83339, 18.62923, 21.96061, 2.652857, 59.477, 3936.824, 4109.043, 5733.18, 72.20898, 0.39756, 0.2971067, 6228.865, 0.5875393, 2.667351, 3.336967, 0.9020644, -0.002673386, 0.227841, 0.2364571, 0.2338167, 
1997:2, 10364.39, 27961.14, 0, 7.034843, 0.5138788, 14.06377, 0, 66.6903, 0.8474007, 10.8498, 21.04507, 23.9029, 2.652098, 48.66867, 3859.327, 3279.641, 4868.281, 64.82098, 0.4012971, 0.2972616, 6043.099, 0.5830637, 2.697809, 3.420521, 0.9131464, -0.001989437, 0.2266604, 0.2356416, 0.2328812, 
1997:3, 9380.108, 25834.08, 0, 6.920812, 0.5134704, 13.97733, 0, 66.79883, 0.8984818, 10.89107, 21.72794, 24.91327, 2.682889, 47.23528, 3449.037, 2318.693, 3733.107, 58.8831, 0.4004353, 0.2980986, 5531.494, 0.5897046, 2.754134, 3.456041, 0.9318209, -0.002026934, 0.2220826, 0.2317872, 0.2287859, 
1997:4, 8307.979, 23417.5, 0, 6.878564, 0.5542455, 13.84988, 0, 66.77697, 1.020737, 10.9196, 21.47719, 25.36494, 2.730626, 49.2942, 2993.223, 1874.576, 3096.705, 54.15869, 0.3968994, 0.2989901, 4983.873, 0.59989, 2.818676, 3.463147, 0.9542827, -0.002509214, 0.2161219, 0.226563, 0.2233112, 
1997:5, 7366.364, 21234.85, 0, 6.830762, 0.5825187, 13.73903, 0, 66.7916, 1.141267, 10.91481, 21.32963, 25.92323, 2.78691, 50.29883, 2592.902, 1653.501, 2707.255, 49.67393, 0.3924379, 0.2995489, 4491.663, 0.6097531, 2.882678, 3.470541, 0.975227, -0.003043908, 0.2097162, 0.2207813, 0.2173116, 
