Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
1991:3, 5158.078, 15424.83, 0, 6.910451, 0.8154783, 13.35934, 0, 66.84392, 1.88349, 10.18733, 17.01874, 24.96724, 3.062293, 64.82981, 1619.554, 1600.586, 2257.318, 40.74362, 0.6671808, 0.2951963, 3252.367, 0.6305387, 2.990422, 3.0057, 1.036989, 0.01738424, 0.1888669, 0.1999496, 0.1964555, 
1991:4, 5166.97, 15438.27, 0, 6.911637, 0.816101, 13.36802, 0, 66.85397, 1.882482, 10.16779, 17.03753, 24.97289, 3.060756, 64.85342, 1623.282, 1602.977, 2261.457, 40.71438, 0.6694593, 0.2951632, 3256.819, 0.630315, 2.987876, 3.009544, 1.034313, 0.01699202, 0.1890135, 0.2000794, 0.1965913, 
1991:5, 5186.666, 15477.66, 0, 6.917046, 0.8159045, 13.37924, 0, 66.85997, 1.877361, 10.15047, 17.0361, 24.96033, 3.057421, 64.82243, 1631.596, 1605.903, 2268.041, 40.761, 0.6727316, 0.2951149, 3267.673, 0.6300141, 2.984125, 3.010792, 1.038417, 0.01689198, 0.1893216, 0.2003623, 0.1968833, 
1991:6, 5162.505, 15413.63, 0, 6.916421, 0.8170115, 13.37737, 0, 66.86813, 1.886136, 10.13495, 17.05214, 24.99246, 3.061697, 64.86573, 1621.293, 1602.541, 2260.458, 40.70928, 0.6752195, 0.2951277, 3253.94, 0.6303024, 2.985687, 3.012785, 1.033956, 0.01688332, 0.1889583, 0.2000134, 0.1965287, 
1991:7, 5180.813, 15461.38, 0, 6.915724, 0.8162608, 13.3796, 0, 66.86509, 1.879946, 10.14338, 17.05634, 24.97801, 3.058427, 64.8372, 1629.11, 1605.154, 2266.315, 40.7006, 0.6779634, 0.2951114, 3264.142, 0.6300444, 2.984354, 3.013965, 1.034156, 0.01705228, 0.1892413, 0.2002819, 0.1968027, 
1991:8, 5173.647, 15435.4, 0, 6.917626, 0.8169709, 13.38458, 0, 66.87491, 1.883484, 10.12245, 17.07033, 24.99618, 3.059748, 64.85072, 1626.023, 1604.02, 2264.042, 40.65923, 0.6800641, 0.2950968, 3259.83, 0.6300836, 2.983467, 3.015285, 1.031494, 0.01720751, 0.1891332, 0.2001711, 0.1966926, 
1991:9, 5178.707, 15443.72, 0, 6.918602, 0.8170395, 13.38914, 0, 66.8795, 1.882445, 10.11327, 17.08043, 24.99954, 3.058875, 64.84339, 1628.167, 1604.608, 2265.608, 40.62308, 0.6823267, 0.2950791, 3262.453, 0.6299744, 2.982158, 3.016501, 1.029747, 0.01741099, 0.18921, 0.2002387, 0.1967634, 
1991:10, 5177.94, 15436.97, 0, 6.919697, 0.8173748, 13.39297, 0, 66.88502, 1.883432, 10.10151, 17.09163, 25.00889, 3.059028, 64.84742, 1627.827, 1604.298, 2265.246, 40.57368, 0.6844018, 0.2950664, 3261.838, 0.629949, 2.981296, 3.017735, 1.027036, 0.01764137, 0.1891969, 0.2002206, 0.1967469, 
1991:11, 5215.028, 15523.17, 0, 6.931569, 0.8162569, 13.4043, 0, 66.87666, 1.872078, 10.09913, 17.058, 24.95777, 3.052737, 64.78266, 1643.53, 1608.872, 2276.479, 40.69914, 0.6884604, 0.295012, 3283.48, 0.629619, 2.976623, 3.015164, 1.04013, 0.01795689, 0.1897584, 0.2007466, 0.1972862, 
1991:12, 5155.837, 15403.29, 0, 6.918101, 0.8167163, 13.37093, 0, 66.85771, 1.888312, 10.14822, 17.05181, 24.99714, 3.062846, 64.86464, 1618.484, 1600.129, 2256.795, 40.63377, 0.6902021, 0.2951376, 3250.979, 0.6305434, 2.987543, 3.016105, 1.034147, 0.0180154, 0.1888593, 0.1999161, 0.1964304, 
1992:1, 5178.702, 15459.94, 0, 6.917589, 0.815028, 13.37702, 0, 66.86212, 1.868564, 10.15967, 17.05695, 24.97917, 3.058815, 64.69173, 1628.35, 1604.177, 2264.821, 40.62854, 0.5355813, 0.2951219, 3263.538, 0.6301846, 2.985293, 3.093049, 1.034203, 0.003189719, 0.1892056, 0.2002443, 0.1967655, 
1992:2, 5178.164, 15439.62, 0, 6.92355, 0.8160405, 13.39133, 0, 66.88161, 1.871347, 10.11613, 17.06816, 24.99593, 3.059129, 64.69486, 1627.997, 1604.417, 2265.274, 40.6389, 0.5391527, 0.2950697, 3262.533, 0.630056, 2.981678, 3.093285, 1.035309, 0.003359242, 0.1892024, 0.2002236, 0.1967507, 
1992:3, 5167.651, 15399.99, 0, 6.926818, 0.8172559, 13.3997, 0, 66.89756, 1.876863, 10.08182, 17.08747, 25.02206, 3.061096, 64.72361, 1623.447, 1603.239, 2262.447, 40.60328, 0.5412778, 0.2950445, 3256.138, 0.6301001, 2.980075, 3.094879, 1.032307, 0.003413008, 0.1890458, 0.2000623, 0.1965906, 
1992:4, 5189.98, 15445.54, 0, 6.933176, 0.8168501, 13.41172, 0, 66.90287, 1.870654, 10.06473, 17.083, 25.00411, 3.057311, 64.67854, 1632.885, 1606.328, 2269.657, 40.66442, 0.5433921, 0.2949934, 3268.545, 0.62978, 2.97603, 3.095073, 1.038236, 0.003466307, 0.1893896, 0.2003789, 0.1969171, 
1992:5, 5168.727, 15392.37, 0, 6.931807, 0.817549, 13.40754, 0, 66.90634, 1.87783, 10.05894, 17.08661, 25.02719, 3.061065, 64.70829, 1623.831, 1603.153, 2262.706, 40.66121, 0.5454406, 0.2950113, 3256.548, 0.6300483, 2.977981, 3.09591, 1.037548, 0.003489078, 0.1890684, 0.2000729, 0.1966052, 
1992:6, 5165.06, 15373.69, 0, 6.933643, 0.8184826, 13.41452, 0, 66.91788, 1.880768, 10.03471, 17.1071, 25.04573, 3.061751, 64.73745, 1622.225, 1603.08, 2262.134, 40.6131, 0.5470966, 0.2949914, 3254.095, 0.6300208, 2.97648, 3.098134, 1.033667, 0.003503236, 0.1890154, 0.2000133, 0.1965477, 
1992:7, 5175.196, 15401.68, 0, 6.931925, 0.8179713, 13.41474, 0, 66.91576, 1.877089, 10.04253, 17.11807, 25.04145, 3.059895, 64.72026, 1626.578, 1604.402, 2265.241, 40.57207, 0.5481797, 0.2949846, 3259.709, 0.6298716, 2.976057, 3.100517, 1.031284, 0.003463095, 0.1891708, 0.2001609, 0.1966983, 
1992:8, 5180.081, 15411.85, 0, 6.932371, 0.8178281, 13.41752, 0, 66.91783, 1.875615, 10.03883, 17.12611, 25.04288, 3.059033, 64.70554, 1628.667, 1604.712, 2266.459, 40.53857, 0.5490478, 0.2949719, 3262.337, 0.6297849, 2.975214, 3.102637, 1.030012, 0.003408964, 0.1892444, 0.2002274, 0.1967673, 
1992:9, 5189.397, 15432.08, 0, 6.93513, 0.8174951, 13.4216, 0, 66.91795, 1.872703, 10.03513, 17.12133, 25.03345, 3.057451, 64.67812, 1632.617, 1605.538, 2268.981, 40.55566, 0.5499819, 0.2949522, 3267.624, 0.6296732, 2.973772, 3.10373, 1.033326, 0.003352588, 0.1893854, 0.2003572, 0.1969012, 
1992:10, 5177.042, 15402.5, 0, 6.93438, 0.8178983, 13.41819, 0, 66.91759, 1.876722, 10.0352, 17.12147, 25.04503, 3.059609, 64.69939, 1627.361, 1603.531, 2264.753, 40.53919, 0.5501612, 0.2949656, 3260.783, 0.6298544, 2.975156, 3.105627, 1.032786, 0.003194256, 0.1891967, 0.2001778, 0.1967182, 
1992:11, 5174.111, 15393.17, 0, 6.934576, 0.8183013, 13.41939, 0, 66.92004, 1.878198, 10.0295, 17.13031, 25.05307, 3.060109, 64.71782, 1626.108, 1603.271, 2264.001, 40.49802, 0.5500726, 0.2949625, 3259.082, 0.6298825, 2.975036, 3.108171, 1.030127, 0.003043722, 0.1891523, 0.2001323, 0.196673, 
1992:12, 5187.169, 15429.43, 0, 6.934579, 0.8175335, 13.41905, 0, 66.91364, 1.873202, 10.042, 17.12426, 25.03638, 3.057788, 64.68824, 1631.692, 1604.917, 2267.91, 40.50517, 0.5495059, 0.2949552, 3266.59, 0.6297442, 2.974538, 3.11024, 1.032272, 0.002844782, 0.1893521, 0.2003233, 0.1968674, 
1993:1, 5178.298, 15402.58, 0, 6.936666, 0.8172901, 13.42152, 0, 66.92061, 1.870626, 10.0333, 17.12611, 25.047, 3.059409, 64.6276, 1627.954, 1603.585, 2265, 40.49823, 0.4752901, 0.2949572, 3261.569, 0.6298534, 2.974447, 3.144005, 1.032243, -0.001232499, 0.1892094, 0.2001854, 0.1967275, 
1993:2, 5192.232, 15434.46, 0, 6.941559, 0.8168846, 13.42601, 0, 66.9174, 1.866351, 10.03179, 17.1106, 25.0269, 3.057049, 64.60226, 1633.844, 1605.459, 2269.376, 40.56806, 0.4755339, 0.2949333, 3269.705, 0.6297302, 2.972605, 3.145205, 1.038671, -0.001390265, 0.1894268, 0.2003884, 0.1969359, 
1993:3, 5165.798, 15375.22, 0, 6.938039, 0.8175399, 13.4155, 0, 66.91406, 1.874429, 10.04043, 17.11213, 25.04922, 3.061637, 64.64978, 1622.617, 1601.828, 2260.942, 40.54409, 0.4748887, 0.2949734, 3255.101, 0.6301255, 2.97635, 3.147968, 1.035965, -0.001596039, 0.1890296, 0.2000158, 0.196554, 
1993:4, 5174.029, 15398.99, 0, 6.936744, 0.8172346, 13.41476, 0, 66.91037, 1.871485, 10.04942, 17.11813, 25.0428, 3.060116, 64.64882, 1626.146, 1603.404, 2263.939, 40.52188, 0.4741536, 0.294971, 3259.772, 0.6300258, 2.976209, 3.151585, 1.034084, -0.00176927, 0.1891617, 0.2001423, 0.1966827, 
1993:5, 5183.783, 15423.24, 0, 6.937907, 0.8167877, 13.4167, 0, 66.9084, 1.868087, 10.05212, 17.11575, 25.03318, 3.058412, 64.62524, 1630.301, 1604.697, 2266.965, 40.5335, 0.4736913, 0.2949577, 3265.314, 0.6299094, 2.975286, 3.154122, 1.035596, -0.001916331, 0.1893158, 0.2002874, 0.1968312, 
1993:6, 5188.091, 15431.3, 0, 6.941704, 0.8166403, 13.41923, 0, 66.90723, 1.866826, 10.04838, 17.10411, 25.02439, 3.057736, 64.60888, 1632.101, 1605.081, 2268.137, 40.58807, 0.4734296, 0.2949439, 3267.977, 0.6298996, 2.97437, 3.155551, 1.040358, -0.002079427, 0.1893869, 0.200352, 0.1968981, 
1993:7, 5186.359, 15427.39, 0, 6.945244, 0.8165868, 13.41791, 0, 66.90236, 1.867334, 10.05057, 17.08462, 25.01517, 3.058115, 64.60655, 1631.327, 1604.743, 2267.459, 40.67867, 0.4736856, 0.2949438, 3267.482, 0.6300147, 2.974609, 3.155809, 1.046775, -0.00221509, 0.189368, 0.200334, 0.1968797, 
1993:8, 5157.702, 15359.88, 0, 6.941718, 0.8175732, 13.40912, 0, 66.90304, 1.876677, 10.05188, 17.09285, 25.04405, 3.06312, 64.66664, 1619.14, 1601.202, 2258.763, 40.64905, 0.473198, 0.2949802, 3251.442, 0.6304051, 2.978046, 3.158402, 1.042911, -0.002377948, 0.1889383, 0.1999285, 0.196465, 
1993:9, 5167.873, 15395.75, 0, 6.937551, 0.8169348, 13.40336, 0, 66.89272, 1.872363, 10.07708, 17.10433, 25.03431, 3.061138, 64.67184, 1623.547, 1603.117, 2262.346, 40.59739, 0.4725528, 0.2949951, 3257.409, 0.6303191, 2.979127, 3.162178, 1.038369, -0.002502508, 0.1891007, 0.2000897, 0.196627, 
1993:10, 5187.324, 15463.53, 0, 6.932056, 0.8150433, 13.39257, 0, 66.87115, 1.86328, 10.1259, 17.09551, 25.00349, 3.057503, 64.62615, 1631.963, 1605.34, 2267.74, 40.58475, 0.4723031, 0.2950216, 3268.939, 0.6301783, 2.981022, 3.164497, 1.038433, -0.002563505, 0.1894002, 0.200389, 0.196927, 
1993:11, 5175.867, 15432.75, 0, 6.933306, 0.8156571, 13.39227, 0, 66.87372, 1.86742, 10.11762, 17.10812, 25.01945, 3.059498, 64.65032, 1627.087, 1603.483, 2263.882, 40.51913, 0.4721563, 0.2950269, 3262.673, 0.6303626, 2.981674, 3.166807, 1.033569, -0.002582068, 0.1892271, 0.2002217, 0.1967573, 
1993:12, 5216.408, 15551.6, 0, 6.933904, 0.8130692, 13.38633, 0, 66.844, 1.851719, 10.17097, 17.06562, 24.95591, 3.052306, 64.57076, 1644.435, 1608.277, 2275.566, 40.58125, 0.4726385, 0.295033, 3286.567, 0.6300442, 2.981286, 3.165978, 1.042574, -0.002571562, 0.1898398, 0.2008178, 0.1973603, 
1994:1, 5174.527, 15466.87, 0, 6.927759, 0.8129135, 13.36289, 0, 66.82864, 1.859581, 10.20822, 17.05096, 24.97165, 3.05945, 64.57696, 1626.749, 1601.885, 2261.363, 40.56577, 0.4369423, 0.2951283, 3264.061, 0.6307939, 2.98904, 3.18275, 1.040878, -0.004065667, 0.1892021, 0.2002318, 0.1967555, 
1994:2, 5179.069, 15453.67, 0, 6.934187, 0.8143117, 13.38235, 0, 66.85366, 1.861601, 10.1539, 17.0641, 24.98858, 3.05892, 64.59245, 1628.511, 1603.666, 2264.349, 40.58153, 0.4389815, 0.295056, 3265.491, 0.6305171, 2.98387, 3.182769, 1.041915, -0.003905097, 0.1892774, 0.2002797, 0.1968127, 
1994:3, 5166.092, 15405.42, 0, 6.938349, 0.8158548, 13.39204, 0, 66.87202, 1.868308, 10.11345, 17.08718, 25.01824, 3.061347, 64.63346, 1622.889, 1602.551, 2261.192, 40.54348, 0.44074, 0.2950264, 3257.667, 0.6305863, 2.982025, 3.183359, 1.038002, -0.003738226, 0.1890832, 0.20008, 0.1966144, 
1994:4, 5193.788, 15468.46, 0, 6.942535, 0.8150475, 13.40192, 0, 66.87328, 1.859879, 10.10735, 17.07801, 24.99407, 3.056581, 64.58087, 1634.634, 1606.492, 2270.148, 40.60813, 0.4432192, 0.2949809, 3273.05, 0.6301855, 2.978262, 3.181827, 1.044152, -0.003522747, 0.1895078, 0.2004767, 0.1970215, 
1994:5, 5169.868, 15409.92, 0, 6.941198, 0.8157093, 13.39614, 0, 66.87553, 1.867642, 10.10378, 17.08151, 25.01697, 3.060795, 64.61098, 1624.45, 1602.985, 2262.375, 40.60756, 0.4450209, 0.2950047, 3259.667, 0.6305127, 2.980717, 3.180935, 1.043165, -0.003379143, 0.189146, 0.2001334, 0.1966712, 
1994:6, 5166.622, 15388.31, 0, 6.94431, 0.8168122, 13.4062, 0, 66.89114, 1.870842, 10.07069, 17.10476, 25.03804, 3.061457, 64.63825, 1622.997, 1603.12, 2262.156, 40.56816, 0.4461551, 0.2949733, 3257.293, 0.6304493, 2.978409, 3.182486, 1.039327, -0.003261783, 0.1891003, 0.2000771, 0.1966183, 
1994:7, 5184.952, 15434.34, 0, 6.944577, 0.8159955, 13.40966, 0, 66.88932, 1.864617, 10.07582, 17.10541, 25.02284, 3.058224, 64.59847, 1630.814, 1605.529, 2267.83, 40.58424, 0.4479024, 0.294953, 3267.486, 0.6301863, 2.976756, 3.182454, 1.041317, -0.003087536, 0.1893817, 0.2003432, 0.1968902, 
1994:8, 5177.474, 15410.72, 0, 6.946143, 0.8164721, 13.41204, 0, 66.8952, 1.867756, 10.0624, 17.11141, 25.03558, 3.059591, 64.60724, 1627.604, 1604.209, 2265.259, 40.5801, 0.4499125, 0.2949464, 3263.167, 0.6302623, 2.976494, 3.181685, 1.041191, -0.002885086, 0.1892686, 0.2002306, 0.1967771, 
1994:9, 5179.159, 15409.87, 0, 6.947931, 0.816694, 13.4163, 0, 66.90005, 1.86798, 10.05104, 17.11676, 25.03947, 3.059342, 64.60694, 1628.293, 1604.393, 2265.823, 40.58169, 0.452056, 0.2949308, 3263.953, 0.630209, 2.975362, 3.180959, 1.041691, -0.002661814, 0.1892946, 0.2002498, 0.1967987, 
1994:10, 5178.537, 15406.24, 0, 6.948724, 0.8168342, 13.41779, 0, 66.90215, 1.868562, 10.04596, 17.12065, 25.04323, 3.059469, 64.60985, 1628.016, 1604.2, 2265.556, 40.5792, 0.4534208, 0.2949249, 3263.558, 0.6302084, 2.975018, 3.180958, 1.041826, -0.002533487, 0.1892848, 0.2002375, 0.1967872, 
1994:11, 5174.725, 15397.92, 0, 6.947996, 0.8170143, 13.41629, 0, 66.90163, 1.86987, 10.0472, 17.1287, 25.04994, 3.060099, 64.6245, 1626.408, 1603.594, 2264.262, 40.54476, 0.453885, 0.2949309, 3261.479, 0.630271, 2.975601, 3.182372, 1.03942, -0.002510412, 0.1892264, 0.2001816, 0.1967302, 
1994:12, 5196.24, 15461.07, 0, 6.94792, 0.815591, 13.41294, 0, 66.88651, 1.861416, 10.07564, 17.10996, 25.0168, 3.056264, 64.57976, 1635.614, 1606.129, 2270.467, 40.59216, 0.4538323, 0.2949317, 3274.105, 0.6300911, 2.975433, 3.182948, 1.044551, -0.002572767, 0.1895539, 0.2004994, 0.197052, 
1995:1, 5172.081, 15423.41, 0, 6.942172, 0.816588, 13.38962, 0, 66.85809, 1.879687, 10.11384, 17.10531, 25.02537, 3.060218, 64.77882, 1625.323, 1602.291, 2262.098, 40.53418, 0.6083233, 0.2949974, 3261.802, 0.6306556, 2.982051, 3.144443, 1.040177, 0.005598401, 0.189222, 0.2001927, 0.1967358, 
1995:2, 5239.067, 15602.14, 0, 6.955415, 0.8138399, 13.39261, 0, 66.81908, 1.856617, 10.16245, 17.03298, 24.92068, 3.048603, 64.69514, 1653.819, 1611.002, 2282.441, 40.73359, 0.6068912, 0.2949656, 3301.704, 0.6302085, 2.978039, 3.141914, 1.058469, 0.005260341, 0.1902322, 0.2011617, 0.197721, 
1995:3, 5201.746, 15557.15, 0, 6.948771, 0.8117955, 13.34675, 0, 66.7617, 1.862076, 10.26892, 16.93846, 24.88842, 3.054791, 64.69228, 1638.123, 1604.559, 2268.487, 40.95244, 0.6065487, 0.295125, 3283.696, 0.631268, 2.990755, 3.137302, 1.071497, 0.004881194, 0.1896784, 0.2006822, 0.1972152, 
1995:4, 5147.334, 15426.88, 0, 6.940938, 0.8131586, 13.33017, 0, 66.76654, 1.879273, 10.26991, 16.92729, 24.92682, 3.06445, 64.76496, 1614.928, 1598.739, 2252.913, 41.0462, 0.6061943, 0.2951799, 3252.646, 0.6319087, 2.997063, 3.137438, 1.073208, 0.004525677, 0.1888699, 0.199919, 0.1964349, 
1995:5, 5130.438, 15363.17, 0, 6.941808, 0.8156809, 13.34326, 0, 66.79694, 1.888773, 10.21354, 16.977, 24.97092, 3.067628, 64.85658, 1607.588, 1599.249, 2250.832, 41.00827, 0.6048803, 0.2951317, 3241.744, 0.6318651, 2.994515, 3.14187, 1.066783, 0.004221216, 0.1886325, 0.199672, 0.1961905, 
1995:6, 5164.25, 15454.6, 0, 6.936997, 0.8143925, 13.34549, 0, 66.79177, 1.876908, 10.23444, 16.99614, 24.94878, 3.06142, 64.82277, 1622.057, 1604.863, 2262.387, 41.00384, 0.6034179, 0.2951148, 3260.438, 0.631348, 2.992612, 3.145899, 1.064456, 0.003985224, 0.1891658, 0.2001844, 0.1967112, 
1995:7, 5175.291, 15469.76, 0, 6.940545, 0.8144293, 13.35757, 0, 66.80531, 1.874321, 10.20782, 17.01386, 24.9556, 3.059584, 64.78712, 1626.714, 1606.151, 2265.856, 41.01672, 0.601671, 0.2950695, 3266.059, 0.6310871, 2.989157, 3.148939, 1.064058, 0.003710972, 0.1893429, 0.2003423, 0.196876, 
1995:8, 5175.352, 15462.43, 0, 6.94261, 0.8145975, 13.36365, 0, 66.81427, 1.874753, 10.19012, 17.02664, 24.96599, 3.059633, 64.769, 1626.725, 1605.622, 2265.464, 41.01686, 0.5994209, 0.2950504, 3265.798, 0.6310292, 2.987707, 3.151875, 1.063074, 0.003381189, 0.1893505, 0.2003442, 0.1968798, 
1995:9, 5179.201, 15468.23, 0, 6.944208, 0.8145604, 13.36764, 0, 66.81791, 1.873645, 10.18203, 17.03325, 24.96746, 3.058971, 64.75394, 1628.365, 1605.668, 2266.254, 41.02036, 0.5971622, 0.2950385, 3267.882, 0.6309626, 2.986606, 3.154537, 1.062759, 0.003060849, 0.1894143, 0.2004026, 0.1969402, 
1995:10, 5170.295, 15446.53, 0, 6.942595, 0.814917, 13.36598, 0, 66.81994, 1.876452, 10.18013, 17.04828, 24.98209, 3.060469, 64.77156, 1624.609, 1604.068, 2263.068, 40.95863, 0.594918, 0.295051, 3262.847, 0.6310755, 2.987553, 3.157277, 1.058002, 0.002826347, 0.1892817, 0.2002778, 0.1968124, 
1995:11, 5185.49, 15498.23, 0, 6.938095, 0.8136574, 13.35897, 0, 66.80509, 1.86956, 10.21462, 17.04791, 24.96109, 3.0576, 64.7451, 1631.19, 1605.623, 2267.12, 40.91748, 0.5930452, 0.295072, 3271.788, 0.6309505, 2.988768, 3.159228, 1.055939, 0.002678846, 0.1895116, 0.2005074, 0.1970426, 
1995:12, 5196.664, 15531.37, 0, 6.938647, 0.812883, 13.35725, 0, 66.79581, 1.86508, 10.23034, 17.0352, 24.94237, 3.055601, 64.7183, 1635.983, 1606.441, 2269.825, 40.92492, 0.593438, 0.2950752, 3278.482, 0.630882, 2.988719, 3.158033, 1.058046, 0.002784025, 0.1896778, 0.2006698, 0.1972067, 
1996:1, 5182.547, 15495.55, 0, 6.938431, 0.8127698, 13.35547, 0, 66.8, 1.862931, 10.23039, 17.03319, 24.95224, 3.058095, 64.65502, 1630.043, 1604.155, 2264.971, 40.90535, 0.51385, 0.2950952, 3270.595, 0.6310788, 2.989949, 3.194758, 1.057056, -0.001605166, 0.1894475, 0.2004548, 0.196986, 
1996:2, 5182.117, 15499.26, 0, 6.936945, 0.8126792, 13.35178, 0, 66.79467, 1.862911, 10.24102, 17.03275, 24.94868, 3.0581, 64.66932, 1629.885, 1604.148, 2264.82, 40.87413, 0.5162166, 0.2951087, 3270.562, 0.6311247, 2.990913, 3.19284, 1.055175, -0.001363397, 0.1894411, 0.2004522, 0.1969822, 
1996:3, 5203.626, 15555.08, 0, 6.941007, 0.8118142, 13.35393, 0, 66.78445, 1.855948, 10.25284, 17.00731, 24.91671, 3.054387, 64.63996, 1639.016, 1606.942, 2271.387, 40.93735, 0.5197926, 0.2950931, 3283.173, 0.6309394, 2.989277, 3.188304, 1.061326, -0.00104526, 0.1897678, 0.200764, 0.1972997, 
1996:4, 5172.687, 15487.82, 0, 6.936849, 0.8122006, 13.3397, 0, 66.77789, 1.865018, 10.26833, 17.00073, 24.93392, 3.059738, 64.67945, 1625.886, 1602.564, 2261.361, 40.92066, 0.5237035, 0.2951474, 3266.188, 0.6314296, 2.994153, 3.18385, 1.05939, -0.0006602237, 0.189303, 0.2003318, 0.1968555, 
1996:5, 5177.024, 15493.26, 0, 6.937712, 0.8125702, 13.3446, 0, 66.78362, 1.864902, 10.2566, 17.00775, 24.93591, 3.059022, 64.69507, 1627.684, 1603.938, 2263.613, 40.90673, 0.5273415, 0.2951275, 3268.284, 0.6313055, 2.992695, 3.181352, 1.058153, -0.0002716771, 0.1893734, 0.200393, 0.1969199, 
1996:6, 5188.386, 15515.13, 0, 6.941369, 0.8124906, 13.35148, 0, 66.78731, 1.862248, 10.24511, 17.00185, 24.92723, 3.05714, 64.67968, 1632.457, 1605.761, 2267.565, 40.94453, 0.5310197, 0.2950978, 3274.52, 0.6311249, 2.990357, 3.177754, 1.061333, 9.969775E-05, 0.1895483, 0.2005529, 0.1970853, 
1996:7, 5170.266, 15468.78, 0, 6.940682, 0.8131555, 13.34851, 0, 66.79128, 1.868626, 10.23775, 17.00876, 24.94625, 3.060347, 64.70982, 1624.728, 1603.396, 2262.016, 40.92213, 0.5346029, 0.2951115, 3264.276, 0.6313556, 2.991874, 3.174491, 1.058958, 0.0005037329, 0.1892755, 0.2002927, 0.1968202, 
1996:8, 5178.635, 15485.22, 0, 6.941497, 0.8131675, 13.35361, 0, 66.79601, 1.866777, 10.22895, 17.01539, 24.94499, 3.058912, 64.70525, 1628.261, 1604.925, 2265.125, 40.91584, 0.5380918, 0.2950904, 3268.663, 0.6311824, 2.990213, 3.171864, 1.058527, 0.0009435178, 0.1894045, 0.2004106, 0.1969421, 
1996:9, 5176.821, 15476.13, 0, 6.942363, 0.8134619, 13.35676, 0, 66.80171, 1.868167, 10.21755, 17.02372, 24.95325, 3.059275, 64.71022, 1627.462, 1604.723, 2264.692, 40.89648, 0.5414023, 0.2950797, 3267.411, 0.6311616, 2.989504, 3.169114, 1.05718, 0.001387523, 0.1893765, 0.2003796, 0.1969121, 
1996:10, 5179.826, 15480.9, 0, 6.942805, 0.8134819, 13.3595, 0, 66.80493, 1.867708, 10.21158, 17.02943, 24.95529, 3.058769, 64.70644, 1628.728, 1605.11, 2265.673, 40.88008, 0.5445457, 0.2950691, 3268.914, 0.6310858, 2.988692, 3.166614, 1.056473, 0.00180281, 0.1894204, 0.2004182, 0.1969526, 
1996:11, 5184.176, 15489.6, 0, 6.943837, 0.8133718, 13.36194, 0, 66.80645, 1.866653, 10.20774, 17.02888, 24.95293, 3.058043, 64.69652, 1630.563, 1605.551, 2266.932, 40.8834, 0.5474012, 0.2950584, 3271.272, 0.631011, 2.987861, 3.163975, 1.05756, 0.002158924, 0.189484, 0.2004762, 0.1970126, 
1996:12, 5177.684, 15472.61, 0, 6.943671, 0.8136535, 13.36121, 0, 66.80823, 1.869145, 10.2041, 17.03248, 24.96087, 3.059192, 64.70975, 1627.791, 1604.547, 2264.799, 40.86533, 0.5505258, 0.2950622, 3267.587, 0.6310905, 2.988326, 3.161596, 1.056619, 0.002474424, 0.1893834, 0.2003794, 0.1969143, 
1997:1, 5191.61, 15510.44, 0, 6.946325, 0.8133786, 13.36099, 0, 66.79681, 1.870672, 10.21184, 17.01902, 24.94134, 3.056724, 64.76234, 1633.661, 1606.316, 2269.046, 40.90424, 0.6275517, 0.2950495, 3275.911, 0.6310009, 2.987597, 3.130651, 1.060852, 0.008693556, 0.1895987, 0.2005839, 0.1971229, 
1997:2, 5174.213, 15470.07, 0, 6.944466, 0.8137823, 13.3549, 0, 66.79597, 1.876218, 10.21465, 17.01746, 24.95468, 3.05977, 64.78822, 1626.258, 1603.826, 2263.421, 40.89742, 0.6306278, 0.2950727, 3266.219, 0.6312494, 2.98984, 3.127448, 1.060227, 0.00908936, 0.1893338, 0.2003348, 0.1968679, 
1997:3, 5171.559, 15458.62, 0, 6.944697, 0.8143173, 13.35813, 0, 66.80256, 1.87812, 10.20218, 17.02929, 24.96491, 3.060263, 64.80882, 1625.098, 1603.913, 2263.131, 40.86536, 0.6328506, 0.295062, 3264.419, 0.6312253, 2.989161, 3.126146, 1.057701, 0.009403634, 0.1892938, 0.2002919, 0.1968258, 
1997:4, 5178.355, 15474.86, 0, 6.944109, 0.8141376, 13.36018, 0, 66.80399, 1.876045, 10.20152, 17.0358, 24.963, 3.059058, 64.80042, 1627.994, 1604.963, 2265.418, 40.84096, 0.6337044, 0.2950521, 3268.048, 0.6310977, 2.988374, 3.125793, 1.056387, 0.009496302, 0.1893967, 0.2003882, 0.1969246, 
1997:5, 5177.987, 15472.64, 0, 6.943777, 0.8141987, 13.36129, 0, 66.80648, 1.876234, 10.19802, 17.04347, 24.96804, 3.059117, 64.799, 1627.842, 1604.791, 2265.214, 40.80394, 0.6327728, 0.2950483, 3267.708, 0.6310768, 2.988157, 3.126416, 1.054217, 0.009345906, 0.1893896, 0.20038, 0.1969167, 
