Year,Throughput,Capacity,"Asc import","Asc flow","Asc export","Asc resp","Ovh import","Ovh flow","Ovh export","Ovh resp",PCI,FCI,"Path length",Export,Resp,"Prim prod",Prod,Biomass,Catch,"Prop flow det",Ascendency,AMI,Entropy,TLc,"Shannon diversity index","FiB index","Det. TE (weighted)","PP TE (weighted)","Total TE (weigthed)"
2009:12, 5162.69, 15383.23, 0, 6.918537, 0.8174926, 13.40843, 0, 66.90309, 1.869664, 10.08279, 17.11454, 25.03326, 3.061441, 64.6269, 1621.732, 1600.702, 2258.671, 40.48565, 0.4408243, 0.2950917, 3252.7, 0.6300397, 2.979692, 3.187313, 1.021985, -0.003948257, 0.1888484, 0.199896, 0.1964141, 
2010:1, 5173.86, 15407.67, 0, 6.91376, 0.8166179, 13.4139, 0, 66.91389, 1.864555, 10.07727, 17.12749, 25.02987, 3.059459, 64.58774, 1626.515, 1602.775, 2262.769, 40.4627, 0.4070826, 0.2950815, 3257.842, 0.6296735, 2.977985, 3.107764, 1.019561, -0.003836531, 0.1889907, 0.200037, 0.1965561, 
2010:2, 5193.03, 15451.23, 0, 6.91772, 0.8160254, 13.42076, 0, 66.91384, 1.858667, 10.07299, 17.11794, 25.01125, 3.056174, 64.54873, 1634.644, 1605.199, 2268.663, 40.51828, 0.4085234, 0.2950542, 3268.632, 0.6294267, 2.975379, 3.107349, 1.024212, -0.003737126, 0.1892831, 0.2003113, 0.1968372, 
2010:3, 5171.04, 15400.04, 0, 6.91539, 0.8165104, 13.41361, 0, 66.91373, 1.865488, 10.07526, 17.12067, 25.03014, 3.060002, 64.57689, 1625.305, 1601.897, 2261.404, 40.5037, 0.4100908, 0.2950875, 3256.418, 0.6297414, 2.978132, 3.105689, 1.022112, -0.003634656, 0.1889481, 0.1999971, 0.1965151, 
2010:4, 5174.635, 15405.78, 0, 6.915403, 0.8167125, 13.41706, 0, 66.91808, 1.865036, 10.06773, 17.13123, 25.03349, 3.059362, 64.58466, 1626.825, 1602.694, 2262.906, 40.47995, 0.4116585, 0.2950786, 3258.196, 0.6296474, 2.977172, 3.106617, 1.019881, -0.003505555, 0.1890041, 0.2000474, 0.1965675, 
2010:5, 5185.781, 15432.63, 0, 6.916327, 0.8162987, 13.41999, 0, 66.91762, 1.861494, 10.06829, 17.12907, 25.0237, 3.057418, 64.56322, 1631.568, 1604.103, 2266.319, 40.4936, 0.4133303, 0.2950667, 3264.404, 0.6294913, 2.975951, 3.10644, 1.021337, -0.003368463, 0.1891738, 0.2002077, 0.1967313, 
2010:6, 5173.708, 15402.93, 0, 6.915473, 0.8167495, 13.41745, 0, 66.91928, 1.865609, 10.06544, 17.13696, 25.03747, 3.059513, 64.58676, 1626.437, 1602.287, 2262.362, 40.45617, 0.4146288, 0.295082, 3257.67, 0.6296587, 2.977156, 3.105981, 1.018154, -0.003255217, 0.1889881, 0.2000318, 0.1965517, 
2010:7, 5227.75, 15536.91, 0, 6.930464, 0.8149674, 13.42719, 0, 66.89793, 1.84837, 10.08107, 17.08273, 24.95867, 3.050264, 64.51498, 1649.353, 1609.231, 2278.874, 40.64892, 0.4168233, 0.2950312, 3289.571, 0.6292517, 2.972007, 3.101392, 1.034832, -0.003129511, 0.189808, 0.2008093, 0.1973453, 
2010:8, 5155.489, 15403.13, 0, 6.9104, 0.814298, 13.37679, 0, 66.8634, 1.865649, 10.16948, 17.05546, 24.98848, 3.062492, 64.57061, 1618.859, 1598.412, 2254.47, 40.63963, 0.4187981, 0.2952203, 3250.29, 0.6304523, 2.987715, 3.09559, 1.031677, -0.003050019, 0.188712, 0.1998114, 0.1963118, 
2010:9, 5189.038, 15469.22, 0, 6.919559, 0.8146352, 13.39633, 0, 66.87311, 1.857812, 10.13856, 17.04602, 24.96401, 3.056801, 64.56738, 1632.971, 1604.568, 2266.868, 40.75971, 0.4208928, 0.2951412, 3268.727, 0.6299294, 2.981135, 3.097396, 1.038962, -0.002988872, 0.1892366, 0.2002933, 0.1968093, 
2010:10, 5147.157, 15366.19, 0, 6.914935, 0.8159996, 13.38685, 0, 66.88087, 1.871636, 10.12972, 17.06577, 25.00738, 3.064178, 64.63322, 1615.151, 1599.357, 2254.223, 40.71433, 0.4222766, 0.2951846, 3244.998, 0.6304448, 2.985373, 3.096872, 1.033114, -0.002971051, 0.1886041, 0.1996943, 0.1961975, 
2010:11, 5164.944, 15419.24, 0, 6.909824, 0.8152808, 13.38443, 0, 66.87426, 1.865263, 10.15095, 17.08606, 24.99609, 3.060816, 64.63387, 1622.807, 1602.519, 2260.452, 40.65184, 0.4231466, 0.2951911, 3254.93, 0.6301966, 2.985365, 3.101119, 1.027493, -0.002930647, 0.1888834, 0.1999663, 0.1964726, 
2010:12, 5191.284, 15489.23, 0, 6.908531, 0.8139337, 13.38666, 0, 66.86828, 1.855804, 10.16679, 17.08278, 24.97312, 3.056131, 64.57701, 1634.069, 1605.704, 2268.265, 40.65803, 0.4237663, 0.2951757, 3269.64, 0.6298326, 2.983698, 3.104008, 1.028898, -0.002914928, 0.1892871, 0.200353, 0.1968659, 
2011:1, 5196.845, 15490.84, 0, 6.917082, 0.814095, 13.39682, 0, 66.87576, 1.852813, 10.14342, 17.06982, 24.96893, 3.055379, 64.52306, 1636.361, 1605.863, 2269.578, 40.73309, 0.3975637, 0.2951393, 3272.903, 0.6297866, 2.980815, 3.141009, 1.035023, -0.005237603, 0.1893761, 0.2004268, 0.196945, 
2011:2, 5161.833, 15406.57, 0, 6.913363, 0.8151029, 13.38754, 0, 66.87911, 1.864005, 10.14088, 17.08052, 25.00171, 3.061492, 64.57416, 1621.477, 1600.928, 2258.387, 40.68925, 0.3988466, 0.2951817, 3253.253, 0.6302516, 2.98471, 3.139816, 1.030511, -0.005199206, 0.1888446, 0.1999253, 0.1964322, 
2011:3, 5174.498, 15435.83, 0, 6.912112, 0.8150299, 13.39227, 0, 66.88288, 1.860526, 10.13719, 17.09451, 24.99898, 3.059217, 64.57378, 1626.871, 1603.164, 2262.936, 40.65326, 0.3998249, 0.2951638, 3259.956, 0.6300042, 2.983057, 3.142714, 1.027698, -0.005150972, 0.1890408, 0.200109, 0.1966205, 
2011:4, 5179.873, 15442.98, 0, 6.913033, 0.8151592, 13.39844, 0, 66.89032, 1.859513, 10.12354, 17.10558, 25.00379, 3.05831, 64.56419, 1629.141, 1603.826, 2264.668, 40.62283, 0.4003955, 0.2951422, 3262.58, 0.6298572, 2.981343, 3.144737, 1.025885, -0.00513838, 0.1891224, 0.2001806, 0.1966957, 
2011:5, 5180.123, 15438.6, 0, 6.913813, 0.8153942, 13.40261, 0, 66.8965, 1.860004, 10.11168, 17.11538, 25.01134, 3.058291, 64.56163, 1629.235, 1603.633, 2264.608, 40.58522, 0.4007654, 0.2951295, 3262.458, 0.6298032, 2.980355, 3.146261, 1.023676, -0.0051376, 0.1891242, 0.2001777, 0.1966944, 
2011:6, 5185.149, 15447.78, 0, 6.914654, 0.8153368, 13.40636, 0, 66.89977, 1.858664, 10.10523, 17.11837, 25.01083, 3.057433, 64.5487, 1631.367, 1604.059, 2265.984, 40.56481, 0.401101, 0.295116, 3265.096, 0.6297016, 2.979235, 3.147273, 1.023222, -0.005128896, 0.1891982, 0.2002448, 0.1967639, 
2011:7, 5193.616, 15463.57, 0, 6.91869, 0.8152195, 13.41185, 0, 66.90142, 1.856442, 10.09637, 17.10746, 25.00098, 3.056049, 64.52832, 1634.926, 1604.91, 2268.409, 40.60128, 0.402023, 0.2950939, 3269.89, 0.6295979, 2.97742, 3.145945, 1.027383, -0.00508362, 0.1893251, 0.2003607, 0.1968839, 
2011:8, 5171.447, 15410.56, 0, 6.916685, 0.8159127, 13.40568, 0, 66.90234, 1.863603, 10.09578, 17.11086, 25.02058, 3.059917, 64.56601, 1625.495, 1601.781, 2261.307, 40.57061, 0.4029667, 0.2951219, 3257.526, 0.6299062, 2.979931, 3.144651, 1.024702, -0.005032178, 0.1889867, 0.2000414, 0.1965574, 
2011:9, 5176.667, 15418.05, 0, 6.91735, 0.8161787, 13.41114, 0, 66.90867, 1.862854, 10.0838, 17.12032, 25.02346, 3.059025, 64.57063, 1627.69, 1602.929, 2263.48, 40.54439, 0.4042044, 0.2951026, 3260.097, 0.6297676, 2.978375, 3.145085, 1.022891, -0.004915196, 0.1890665, 0.2001118, 0.1966311, 
2011:10, 5179.08, 15418.68, 0, 6.918405, 0.8163873, 13.4159, 0, 66.91489, 1.86279, 10.07163, 17.12778, 25.02814, 3.058643, 64.56801, 1628.693, 1603.342, 2264.415, 40.52127, 0.4053203, 0.2950862, 3261.158, 0.629679, 2.977108, 3.144984, 1.021654, -0.004805566, 0.1891016, 0.20014, 0.1966618, 
2011:11, 5180.89, 15418.9, 0, 6.919424, 0.8165158, 13.41965, 0, 66.91962, 1.862719, 10.06207, 17.13234, 25.03142, 3.058365, 64.56294, 1629.444, 1603.531, 2264.999, 40.50482, 0.4062739, 0.2950732, 3261.96, 0.6296139, 2.976111, 3.144517, 1.021102, -0.00470584, 0.1891264, 0.2001594, 0.196683, 
2011:12, 5183.506, 15421.32, 0, 6.921038, 0.8165738, 13.42329, 0, 66.92327, 1.862284, 10.05354, 17.13205, 25.0314, 3.05796, 64.55413, 1630.532, 1603.785, 2265.781, 40.5075, 0.4066561, 0.2950597, 3263.289, 0.6295525, 2.975075, 3.144042, 1.022087, -0.004665684, 0.1891637, 0.200191, 0.1967166, 
2012:1, 5180.36, 15405.57, 0, 6.923239, 0.8168975, 13.42896, 0, 66.93423, 1.859015, 10.03766, 17.13324, 25.03836, 3.058633, 64.50127, 1629.184, 1603.355, 2264.865, 40.51886, 0.3516198, 0.2950462, 3261.22, 0.6295354, 2.973842, 3.190261, 1.023221, -0.00736083, 0.1891141, 0.2001377, 0.1966644, 
2012:2, 5174.922, 15388.73, 0, 6.923734, 0.8173295, 13.43041, 0, 66.93875, 1.861393, 10.02839, 17.13779, 25.04719, 3.059622, 64.51561, 1626.844, 1602.722, 2263.321, 40.51158, 0.3526141, 0.2950429, 3258.02, 0.6295785, 2.973712, 3.189428, 1.022571, -0.007310997, 0.1890316, 0.2000562, 0.1965824, 
2012:3, 5192.931, 15428.08, 0, 6.929706, 0.8169275, 13.43766, 0, 66.93816, 1.856148, 10.02137, 17.1224, 25.02473, 3.056585, 64.48479, 1634.448, 1605.201, 2269.076, 40.59691, 0.3536051, 0.29501, 3268.331, 0.6293808, 2.970978, 3.187628, 1.02976, -0.007279683, 0.1893079, 0.2003137, 0.1968469, 
2012:4, 5163.406, 15363.33, 0, 6.924268, 0.8174836, 13.42486, 0, 66.93468, 1.864891, 10.03381, 17.12348, 25.049, 3.061703, 64.53004, 1621.919, 1601.066, 2259.564, 40.57825, 0.3542968, 0.2950599, 3251.898, 0.629797, 2.975426, 3.185842, 1.027175, -0.007269988, 0.1888585, 0.1998945, 0.1964165, 
2012:5, 5169.31, 15377.31, 0, 6.923068, 0.8175524, 13.42685, 0, 66.93681, 1.863407, 10.03232, 17.13616, 25.05002, 3.060617, 64.53966, 1624.437, 1602.437, 2262.015, 40.54604, 0.3547187, 0.2950521, 3254.988, 0.6296755, 2.974732, 3.187649, 1.024246, -0.00725159, 0.1889514, 0.1999813, 0.1965056, 
2012:6, 5178.847, 15403.93, 0, 6.921634, 0.8170165, 13.4267, 0, 66.93414, 1.859841, 10.04067, 17.14038, 25.04268, 3.058889, 64.52092, 1628.527, 1603.68, 2264.924, 40.52822, 0.3548822, 0.2950484, 3260.297, 0.629541, 2.974395, 3.18919, 1.023215, -0.007250955, 0.1890975, 0.2001217, 0.1966482, 
2012:7, 5187.204, 15423.57, 0, 6.923328, 0.8166413, 13.42916, 0, 66.93328, 1.857048, 10.04055, 17.13466, 25.03341, 3.057458, 64.4969, 1632.077, 1604.495, 2267.241, 40.55027, 0.3553066, 0.2950359, 3265.036, 0.6294404, 2.973388, 3.1891, 1.025728, -0.007242915, 0.1892252, 0.2002417, 0.1967711, 
2012:8, 5174.025, 15392.63, 0, 6.921955, 0.8170247, 13.42512, 0, 66.93333, 1.861216, 10.04135, 17.13772, 25.04582, 3.059749, 64.51876, 1626.478, 1602.478, 2262.854, 40.52615, 0.3555905, 0.2950534, 3257.711, 0.629628, 2.974981, 3.189149, 1.023797, -0.007256486, 0.1890242, 0.2000524, 0.1965774, 
2012:9, 5179.234, 15406.88, 0, 6.921208, 0.8168311, 13.42528, 0, 66.93194, 1.859425, 10.04531, 17.14021, 25.04175, 3.058801, 64.51482, 1628.709, 1603.254, 2264.543, 40.50884, 0.3557157, 0.2950508, 3260.607, 0.6295539, 2.974741, 3.190702, 1.022888, -0.007276215, 0.1891042, 0.2001289, 0.1966552, 
2012:10, 5181.087, 15412.16, 0, 6.921008, 0.8167176, 13.42518, 0, 66.93105, 1.85868, 10.04734, 17.14058, 25.04007, 3.058464, 64.51027, 1629.506, 1603.395, 2265.004, 40.49564, 0.3554399, 0.2950497, 3261.662, 0.6295325, 2.974697, 3.192343, 1.022457, -0.007330992, 0.1891326, 0.2001559, 0.1966828, 
2012:11, 5181.607, 15413.97, 0, 6.921029, 0.8166608, 13.42491, 0, 66.93013, 1.858379, 10.04886, 17.13957, 25.03891, 3.058367, 64.50761, 1629.732, 1603.351, 2265.041, 40.48608, 0.3550417, 0.2950495, 3261.998, 0.6295341, 2.974748, 3.193941, 1.022299, -0.007395915, 0.1891408, 0.2001638, 0.1966907, 
2012:12, 5180.624, 15411.45, 0, 6.921163, 0.8167097, 13.42481, 0, 66.92999, 1.858683, 10.04865, 17.1392, 25.03959, 3.058538, 64.50907, 1629.315, 1603.166, 2264.677, 40.47562, 0.3547068, 0.2950495, 3261.475, 0.6295525, 2.974824, 3.195211, 1.021902, -0.00744003, 0.1891264, 0.2001498, 0.1966766, 
2013:1, 5189.77, 15429.1, 0, 6.925453, 0.8163821, 13.43035, 0, 66.9331, 1.852805, 10.04191, 17.12842, 25.02798, 3.05705, 64.45356, 1633.186, 1604.391, 2267.562, 40.52238, 0.3190171, 0.2950291, 3266.679, 0.6294458, 2.972984, 3.216803, 1.026287, -0.008426889, 0.1892686, 0.2002812, 0.1968119, 
2013:2, 5170.815, 15385.79, 0, 6.923291, 0.8168826, 13.42348, 0, 66.93166, 1.858645, 10.04606, 17.12873, 25.04289, 3.060349, 64.48588, 1625.13, 1601.798, 2261.538, 40.51016, 0.3190931, 0.2950567, 3256.194, 0.6297254, 2.975505, 3.216835, 1.024624, -0.008465249, 0.1889818, 0.2000123, 0.1965364, 
2013:3, 5182.129, 15409.45, 0, 6.925602, 0.8167666, 13.42907, 0, 66.93426, 1.855546, 10.03875, 17.12612, 25.03372, 3.058418, 64.47175, 1629.911, 1603.723, 2265.542, 40.54157, 0.3193678, 0.2950324, 3262.401, 0.6295484, 2.973575, 3.218098, 1.02705, -0.008477501, 0.189159, 0.2001763, 0.1967052, 
2013:4, 5169.727, 15376.89, 0, 6.925184, 0.8173639, 13.42792, 0, 66.93822, 1.859972, 10.03134, 17.1331, 25.0491, 3.060611, 64.49667, 1624.619, 1602.156, 2261.798, 40.52399, 0.3197295, 0.2950397, 3255.361, 0.6296968, 2.974411, 3.218534, 1.024973, -0.008480543, 0.1889724, 0.1999978, 0.1965235, 
2013:5, 5177.462, 15394.29, 0, 6.925491, 0.8172049, 13.43098, 0, 66.9401, 1.857695, 10.02853, 17.13742, 25.04547, 3.059256, 64.48588, 1627.907, 1603.424, 2264.479, 40.52234, 0.3201843, 0.295026, 3259.537, 0.6295627, 2.973327, 3.219791, 1.024835, -0.008462549, 0.1890927, 0.20011, 0.1966388, 
2013:6, 5174.988, 15386.08, 0, 6.925557, 0.8174143, 13.43221, 0, 66.94331, 1.858811, 10.0227, 17.14437, 25.05247, 3.059697, 64.49096, 1626.849, 1603.049, 2263.704, 40.50223, 0.320653, 0.2950228, 3258.031, 0.6295726, 2.973163, 3.220338, 1.023208, -0.008439054, 0.1890552, 0.2000723, 0.196601, 
2013:7, 5179.134, 15396.61, 0, 6.925157, 0.8172265, 13.433, 0, 66.94334, 1.857412, 10.02387, 17.14792, 25.05075, 3.058953, 64.48235, 1628.624, 1603.523, 2264.919, 40.48735, 0.3212405, 0.2950183, 3260.292, 0.6295052, 2.972816, 3.2208, 1.022421, -0.008404263, 0.1891177, 0.2001314, 0.1966615, 
2013:8, 5184.867, 15410.26, 0, 6.926108, 0.8169542, 13.43454, 0, 66.94271, 1.855489, 10.02419, 17.1439, 25.04421, 3.05797, 64.46585, 1631.06, 1604.085, 2266.512, 40.50059, 0.3217358, 0.29501, 3263.523, 0.6294324, 2.972161, 3.220411, 1.02424, -0.008377472, 0.1892043, 0.2002128, 0.1967448, 
2013:9, 5176.711, 15391.02, 0, 6.925364, 0.8172042, 13.43209, 0, 66.94266, 1.858109, 10.02457, 17.14476, 25.05154, 3.059392, 64.48029, 1627.592, 1602.826, 2263.787, 40.48874, 0.322116, 0.2950206, 3258.995, 0.6295492, 2.973126, 3.219855, 1.023391, -0.008358005, 0.1890787, 0.2000942, 0.1966235, 
2013:10, 5199.309, 15443.81, 0, 6.932218, 0.8165354, 13.43857, 0, 66.93752, 1.851092, 10.02407, 17.12104, 25.01931, 3.05555, 64.44237, 1637.153, 1605.828, 2270.837, 40.59143, 0.3226406, 0.294989, 3272.129, 0.6293392, 2.970358, 3.217626, 1.03233, -0.008340037, 0.1894236, 0.2004186, 0.1969556, 
2013:11, 5168.63, 15381.86, 0, 6.925624, 0.8166795, 13.42089, 0, 66.92735, 1.859267, 10.05018, 17.10858, 25.03543, 3.060839, 64.47739, 1624.154, 1601.397, 2260.724, 40.61335, 0.3232269, 0.2950536, 3255.293, 0.6298174, 2.976003, 3.214313, 1.032563, -0.008321862, 0.1889577, 0.1999889, 0.1965127, 
2013:12, 5162.107, 15359.46, 0, 6.925839, 0.8176193, 13.42454, 0, 66.93607, 1.862789, 10.03314, 17.12542, 25.05151, 3.062006, 64.51815, 1621.34, 1601.386, 2259.66, 40.58162, 0.3236957, 0.2950455, 3251.291, 0.6298379, 2.975425, 3.215668, 1.028816, -0.008293931, 0.1888618, 0.1998921, 0.196416, 
2014:1, 5182.618, 15419.36, 0, 6.923474, 0.816509, 13.42144, 0, 66.92302, 1.860348, 10.05522, 17.11987, 25.02688, 3.058279, 64.54025, 1630.079, 1604.311, 2266.151, 40.60172, 0.3811474, 0.2950423, 3262.956, 0.6295962, 2.975207, 3.152983, 1.03042, -0.005642581, 0.1891802, 0.2002007, 0.1967285, 
2014:2, 5175.658, 15399.36, 0, 6.924073, 0.8168061, 13.42213, 0, 66.92682, 1.862827, 10.04734, 17.12275, 25.03623, 3.059536, 64.54408, 1627.104, 1603.211, 2263.855, 40.60233, 0.3809928, 0.295042, 3258.968, 0.6296722, 2.975344, 3.153367, 1.030069, -0.005645622, 0.1890751, 0.2000988, 0.1966253, 
2014:3, 5171.649, 15387.08, 0, 6.923842, 0.8171626, 13.42335, 0, 66.9307, 1.864541, 10.0404, 17.13296, 25.04589, 3.060232, 64.55724, 1625.396, 1602.747, 2262.719, 40.57097, 0.3807617, 0.2950411, 3256.577, 0.629698, 2.975276, 3.154794, 1.027277, -0.00564968, 0.1890143, 0.2000389, 0.196565, 
2014:4, 5179.346, 15409.54, 0, 6.922407, 0.8166969, 13.42257, 0, 66.92737, 1.861513, 10.04945, 17.13629, 25.03918, 3.058818, 64.54286, 1628.708, 1603.691, 2264.99, 40.54941, 0.3803157, 0.2950416, 3260.917, 0.6296001, 2.97519, 3.156671, 1.025974, -0.005674597, 0.1891311, 0.2001521, 0.1966797, 
2014:5, 5182.175, 15418.22, 0, 6.92196, 0.8164492, 13.42202, 0, 66.92537, 1.860223, 10.05398, 17.13646, 25.03614, 3.058293, 64.53261, 1629.934, 1603.792, 2265.567, 40.5344, 0.3797577, 0.295043, 3262.561, 0.6295736, 2.97524, 3.158137, 1.025465, -0.005723059, 0.1891726, 0.2001927, 0.1967206, 
2014:6, 5187.187, 15431.8, 0, 6.922802, 0.816136, 13.42209, 0, 66.9222, 1.858278, 10.05849, 17.12881, 25.02742, 3.057419, 64.51786, 1632.072, 1604.194, 2266.833, 40.54883, 0.3793995, 0.2950406, 3265.527, 0.6295373, 2.974984, 3.15872, 1.027492, -0.005771064, 0.1892477, 0.2002648, 0.1967939, 
2014:7, 5177.165, 15409.55, 0, 6.92169, 0.8163794, 13.41801, 0, 66.92023, 1.861266, 10.06243, 17.12792, 25.03418, 3.059147, 64.53541, 1627.82, 1602.698, 2263.508, 40.53384, 0.3790551, 0.2950578, 3260.057, 0.6296994, 2.976446, 3.159354, 1.026402, -0.005827866, 0.1890942, 0.2001212, 0.1966466, 
2014:8, 5182.583, 15423.06, 0, 6.922165, 0.8162203, 13.41905, 0, 66.91894, 1.859479, 10.06415, 17.12477, 25.02769, 3.058196, 64.52885, 1630.125, 1603.551, 2265.318, 40.53986, 0.3786088, 0.2950522, 3263.125, 0.6296329, 2.975941, 3.160672, 1.027249, -0.005885937, 0.1891773, 0.2001999, 0.196727, 
2014:9, 5181.133, 15418.81, 0, 6.922966, 0.8162929, 13.41915, 0, 66.91881, 1.859986, 10.06279, 17.12087, 25.02726, 3.058472, 64.52962, 1629.497, 1603.361, 2264.872, 40.5518, 0.3782966, 0.2950514, 3262.374, 0.6296641, 2.975952, 3.161317, 1.028258, -0.005939318, 0.1891564, 0.2001794, 0.1967063, 
2014:10, 5174.069, 15400.34, 0, 6.922802, 0.8166739, 13.41847, 0, 66.92066, 1.862541, 10.05885, 17.12502, 25.0356, 3.059712, 64.54694, 1626.484, 1602.548, 2262.816, 40.53542, 0.3783196, 0.2950561, 3258.395, 0.6297547, 2.976446, 3.162169, 1.026603, -0.005962461, 0.18905, 0.2000775, 0.1966027, 
2014:11, 5178.411, 15410.73, 0, 6.922739, 0.8165805, 13.41974, 0, 66.92099, 1.861222, 10.05872, 17.12789, 25.03339, 3.05894, 64.54288, 1628.335, 1603.299, 2264.349, 40.52475, 0.3786685, 0.2950502, 3260.766, 0.6296848, 2.975958, 3.163175, 1.025834, -0.005947699, 0.1891179, 0.2001413, 0.1966679, 
2014:12, 5179.362, 15412.18, 0, 6.922974, 0.8165812, 13.4207, 0, 66.92199, 1.861032, 10.05673, 17.13005, 25.03422, 3.058778, 64.54031, 1628.738, 1603.407, 2264.644, 40.51418, 0.3792713, 0.2950463, 3261.256, 0.6296638, 2.975691, 3.16349, 1.025241, -0.005911545, 0.1891329, 0.2001545, 0.1966818, 
2015:1, 5212.566, 15493.76, 0, 6.934397, 0.81582, 13.42684, 0, 66.90516, 1.854961, 10.06283, 17.09003, 24.98217, 3.053096, 64.54108, 1642.764, 1607.589, 2274.751, 40.66463, 0.4326031, 0.2950072, 3281.123, 0.6294639, 2.972387, 3.133277, 1.038304, -0.003326797, 0.1896372, 0.2006318, 0.1971693, 
2015:2, 5150.102, 15368.41, 0, 6.920648, 0.8162502, 13.39089, 0, 66.88403, 1.871776, 10.1164, 17.08604, 25.02067, 3.063765, 64.62697, 1616.345, 1598.639, 2254.23, 40.59686, 0.4333351, 0.2951455, 3247.006, 0.6304742, 2.984099, 3.130086, 1.03122, -0.003295678, 0.1886858, 0.1997551, 0.1962653, 
2015:3, 5195.26, 15530.05, 0, 6.907157, 0.8123444, 13.36273, 0, 66.8277, 1.85141, 10.23865, 17.04762, 24.9391, 3.055225, 64.57664, 1635.874, 1604.915, 2267.728, 40.61495, 0.4342654, 0.2952358, 3274.081, 0.6302055, 2.989273, 3.131361, 1.033771, -0.003196458, 0.1893763, 0.2004541, 0.196963, 
2015:4, 5175.227, 15462.08, 0, 6.91129, 0.8138264, 13.37213, 0, 66.84945, 1.859949, 10.19335, 17.06031, 24.97091, 3.058971, 64.5961, 1627.223, 1602.513, 2262.074, 40.60665, 0.4347464, 0.2952028, 3262.073, 0.6303248, 2.987711, 3.131125, 1.032602, -0.003153913, 0.1890741, 0.2001506, 0.1966592, 
2015:5, 5172.751, 15433.21, 0, 6.916432, 0.8152201, 13.38908, 0, 66.87498, 1.863669, 10.14063, 17.08115, 24.99573, 3.059639, 64.60874, 1626.032, 1602.939, 2262.439, 40.5956, 0.4348694, 0.2951435, 3259.608, 0.6301498, 2.98356, 3.132761, 1.031114, -0.003119298, 0.1890387, 0.200096, 0.196611, 
2015:6, 5170.207, 15410.6, 0, 6.919808, 0.8162576, 13.40141, 0, 66.89413, 1.866576, 10.10182, 17.10353, 25.01765, 3.06022, 64.61913, 1624.869, 1603.006, 2262.323, 40.563, 0.4347293, 0.295104, 3257.412, 0.6300351, 2.980655, 3.134747, 1.028039, -0.003100811, 0.1889999, 0.2000446, 0.1965637, 
2015:7, 5180.101, 15424.96, 0, 6.922371, 0.8163729, 13.41157, 0, 66.90504, 1.864394, 10.08024, 17.11409, 25.02075, 3.058567, 64.5966, 1629.04, 1604.381, 2265.623, 40.55879, 0.4347131, 0.2950676, 3262.429, 0.6298002, 2.977734, 3.136091, 1.027991, -0.003060338, 0.1891499, 0.2001778, 0.196703, 
2015:8, 5172.479, 15397.95, 0, 6.923732, 0.8170951, 13.4166, 0, 66.91554, 1.867902, 10.05913, 17.13023, 25.0398, 3.059953, 64.61021, 1625.768, 1603.164, 2263.181, 40.51626, 0.4347398, 0.2950562, 3257.81, 0.6298353, 2.976899, 3.136895, 1.024592, -0.003008506, 0.1890308, 0.2000576, 0.1965829, 
2015:9, 5180.991, 15416.57, 0, 6.923777, 0.816874, 13.42061, 0, 66.91864, 1.865282, 10.05481, 17.13803, 25.0381, 3.058452, 64.5917, 1629.4, 1604.128, 2265.706, 40.49091, 0.4348975, 0.2950412, 3262.34, 0.6296749, 2.975602, 3.137803, 1.02335, -0.002933224, 0.1891573, 0.2001749, 0.1967036, 
2015:10, 5179.826, 15409.13, 0, 6.924585, 0.8171365, 13.42415, 0, 66.92414, 1.866176, 10.04382, 17.14634, 25.0459, 3.058677, 64.59148, 1628.894, 1603.663, 2265.105, 40.45795, 0.4352748, 0.2950316, 3261.477, 0.6296499, 2.974836, 3.138018, 1.021513, -0.002847839, 0.1891352, 0.2001496, 0.1966793, 
2015:11, 5180.431, 15408.31, 0, 6.924675, 0.8172519, 13.42634, 0, 66.92712, 1.866249, 10.03836, 17.15343, 25.05021, 3.058565, 64.59097, 1629.155, 1603.514, 2265.101, 40.42033, 0.4353752, 0.2950258, 3261.673, 0.6296141, 2.97433, 3.138714, 1.019453, -0.002804465, 0.1891396, 0.2001511, 0.1966818, 
2015:12, 5186.637, 15422.66, 0, 6.925176, 0.8170136, 13.42852, 0, 66.92738, 1.864169, 10.03773, 17.15221, 25.045, 3.057485, 64.57439, 1631.799, 1604.086, 2266.788, 40.40923, 0.4351943, 0.2950164, 3265.087, 0.6295191, 2.973538, 3.139242, 1.020062, -0.002809993, 0.1892297, 0.200235, 0.196768, 
2016:1, 5198.527, 15448.07, 0, 6.932838, 0.8168307, 13.43363, 0, 66.92359, 1.859259, 10.03384, 17.13186, 25.02578, 3.055526, 64.53493, 1636.818, 1605.376, 2270.223, 40.48191, 0.4214418, 0.2949933, 3272.411, 0.629488, 2.971624, 3.178592, 1.027518, -0.004490649, 0.1894159, 0.2004064, 0.1969447, 
2016:2, 5166.435, 15379.77, 0, 6.926876, 0.8173884, 13.41815, 0, 66.91661, 1.868563, 10.05242, 17.13006, 25.0477, 3.061047, 64.58847, 1623.212, 1600.857, 2259.815, 40.45425, 0.4219313, 0.2950536, 3254.73, 0.629976, 2.976863, 3.176205, 1.024613, -0.004477292, 0.1889247, 0.1999498, 0.1964753, 
