EwEVersion,"6.6.5.17207 (compiled 12/14/2020)"
Date,"2/2/2022 5:28:30 PM"
ModelName,"NWACS MICE 5 v2-1-6"
EcosimScenario,"sim3.5_ts1_fit28v_i7_PreySwitch1 vulcap"
TimeSeries,"ts1 tc recommended indices"
StartYear,1985

Timestep,"biomass (predicted) SB juv comp YOY","biomass (observed) SB juv comp YOY","biomass (predicted) SB 2-5 MRIP CPUE","biomass (observed) SB 2-5 MRIP CPUE","biomass (predicted) SB 2-5 CT LISTS","biomass (observed) SB 2-5 CT LISTS","biomass (predicted) SB adult MRIP CPUE","biomass (observed) SB adult MRIP CPUE","biomass (predicted) SB adult CT LISTS","biomass (observed) SB adult CT LISTS","biomass (predicted) AM juv jai","biomass (observed) AM juv jai","biomass (predicted) AM adult nad","biomass (observed) AM adult nad","biomass (predicted) AM adult mad","biomass (observed) AM adult mad","biomass (predicted) AM adult sad","biomass (observed) AM adult sad","biomass (predicted) SDF biomass","biomass (observed) SDF biomass","biomass (predicted) BF juv comp YOY","biomass (observed) BF juv comp YOY","biomass (predicted) BF adult MRIP CPUE","biomass (observed) BF adult MRIP CPUE","biomass (predicted) BF adult NC PSIGNS","biomass (observed) BF adult NC PSIGNS","biomass (predicted) WF juv comp yoy","biomass (observed) WF juv comp yoy","biomass (predicted) WF adult MRIP","biomass (observed) WF adult MRIP","biomass (predicted) WF adult DE trawl","biomass (observed) WF adult DE trawl","biomass (predicted) AH adult NEFSC-A","biomass (observed) AH adult NEFSC-A","biomass (predicted) AH adult NEFSC-B","biomass (observed) AH adult NEFSC-B",
269,0.05671735,,0.100909,,0.100909,,0.1704939,,0.1704939,,0.3263621,,2.075579,,2.075579,,2.075579,,0.3387605,,0.001952982,,0.1165916,,0.1165916,,0.0004658432,,0.005148629,,0.005148629,,0.4222881,,0.4222881,,
270,0.056462,0.02955367,0.1005503,0.1167267,0.1005503,0.2498018,0.1694112,0.119309,0.1694112,0.3085735,0.326497,0.3569311,2.077975,2.972003,2.077975,2.089348,2.077975,1.184448,0.3387145,0.2797838,0.001952644,0.00223462,0.11606,0.1213489,0.11606,0.1844333,0.0004660669,0.0006970574,0.005133796,0.002573603,0.005133796,0.003706522,0.4192463,0.5886992,0.4192463,,
271,0.0562022,,0.100193,,0.100193,,0.1683412,,0.1683412,,0.3265791,,2.080378,,2.080378,,2.080378,,0.3386621,,0.001950471,,0.115541,,0.115541,,0.0004662415,,0.005120421,,0.005120421,,0.4163797,,0.4163797,,
272,0.05593816,,0.09983801,,0.09983801,,0.1672847,,0.1672847,,0.3266176,,2.082775,,2.082775,,2.082775,,0.3386036,,0.001946306,,0.1150342,,0.1150342,,0.0004663147,,0.0051084,,0.0051084,,0.413691,,0.413691,,
273,0.05566999,,0.09948605,,0.09948605,,0.1662421,,0.1662421,,0.3266202,,2.085151,,2.085151,,2.085151,,0.3385395,,0.001940017,,0.1145391,,0.1145391,,0.000466236,,0.005097648,,0.005097648,,0.4111817,,0.4111817,,
274,0.05539768,,0.09913798,,0.09913798,,0.1652139,,0.1652139,,0.326593,,2.087496,,2.087496,,2.087496,,0.3384699,,0.001931507,,0.1140551,,0.1140551,,0.0004659604,,0.005088096,,0.005088096,,0.408852,,0.408852,,
275,0.0551211,,0.09879465,,0.09879465,,0.1642006,,0.1642006,,0.3265406,,2.089802,,2.089802,,2.089802,,0.3383951,,0.001920723,,0.1135817,,0.1135817,,0.000465451,,0.005079684,,0.005079684,,0.4067011,,0.4067011,,
276,0.05483995,,0.09845687,,0.09845687,,0.1632027,,0.1632027,,0.3264662,,2.092062,,2.092062,,2.092062,,0.3383153,,0.00190765,,0.1131185,,0.1131185,,0.0004646817,,0.005072365,,0.005072365,,0.4047271,,0.4047271,,
277,0.05456071,,0.09815578,,0.09815578,,0.1622226,,0.1622226,,0.3263658,,2.094468,,2.094468,,2.094468,,0.3382284,,0.001901895,,0.1127266,,0.1127266,,0.0004640957,,0.005109492,,0.005109492,,0.403183,,0.403183,,
278,0.05428144,,0.09785134,,0.09785134,,0.1612648,,0.1612648,,0.3262406,,2.096805,,2.096805,,2.096805,,0.3381376,,0.001895823,,0.1123411,,0.1123411,,0.0004636689,,0.005143519,,0.005143519,,0.4017216,,0.4017216,,
279,0.05400007,,0.09754488,,0.09754488,,0.1603287,,0.1603287,,0.3260977,,2.099068,,2.099068,,2.099068,,0.3380432,,0.001889447,,0.1119618,,0.1119618,,0.0004633835,,0.005174818,,0.005174818,,0.4003333,,0.4003333,,
280,0.05371543,,0.09723712,,0.09723712,,0.159414,,0.159414,,0.3259451,,2.101253,,2.101253,,2.101253,,0.3379452,,0.001882737,,0.1115883,,0.1115883,,0.0004632501,,0.005203702,,0.005203702,,0.3990084,,0.3990084,,
281,0.05342674,,0.09692857,,0.09692857,,0.1585203,,0.1585203,,0.3257912,,2.103356,,2.103356,,2.103356,,0.337844,,0.001875629,,0.1112203,,0.1112203,,0.0004633001,,0.005230441,,0.005230441,,0.3977376,,0.3977376,,
282,0.05313355,0.04489796,0.09661954,0.09727168,0.09661954,0.1190259,0.1576471,0.1099814,0.1576471,0.1525022,0.325644,0.2476665,2.105375,2.352836,2.105375,0.9474949,2.105375,1.820005,0.3377397,0.3843081,0.00186804,0.002907708,0.1108576,0.1194934,0.1108576,0.1466736,0.0004635795,0.0005085366,0.00525526,0.003207106,0.00525526,0.002824371,0.3965123,0.5860485,0.3965123,,
283,0.0528357,,0.09631033,,0.09631033,,0.1567942,,0.1567942,,0.3255111,,2.107309,,2.107309,,2.107309,,0.3376325,,0.001859882,,0.1104997,,0.1104997,,0.0004641416,,0.005278351,,0.005278351,,0.3953247,,0.3953247,,
284,0.05253321,,0.09600119,,0.09600119,,0.1559609,,0.1559609,,0.3253988,,2.10916,,2.10916,,2.10916,,0.3375225,,0.001851085,,0.1101467,,0.1101467,,0.0004650416,,0.005299877,,0.005299877,,0.394168,,0.394168,,
285,0.05222633,,0.09569228,,0.09569228,,0.155147,,0.155147,,0.3253121,,2.110929,,2.110929,,2.110929,,0.3374099,,0.001841599,,0.1097982,,0.1097982,,0.0004663318,,0.005319974,,0.005319974,,0.3930361,,0.3930361,,
286,0.05191541,,0.09538374,,0.09538374,,0.1543521,,0.1543521,,0.3252542,,2.112621,,2.112621,,2.112621,,0.3372949,,0.001831407,,0.1094539,,0.1094539,,0.0004680582,,0.005338752,,0.005338752,,0.391924,,0.391924,,
287,0.05160092,,0.09507564,,0.09507564,,0.1535756,,0.1535756,,0.3252264,,2.114241,,2.114241,,2.114241,,0.3371776,,0.001820526,,0.1091138,,0.1091138,,0.0004702581,,0.005356294,,0.005356294,,0.3908276,,0.3908276,,
288,0.05128339,,0.09476805,,0.09476805,,0.1528172,,0.1528172,,0.3252283,,2.115798,,2.115798,,2.115798,,0.3370581,,0.001809009,,0.1087776,,0.1087776,,0.0004729599,,0.005372663,,0.005372663,,0.3897436,,0.3897436,,
289,0.05097301,,0.09433195,,0.09433195,,0.1515326,,0.1515326,,0.3252491,,2.117959,,2.117959,,2.117959,,0.3369667,,0.001805832,,0.1086093,,0.1086093,,0.0004753349,,0.005386594,,0.005386594,,0.384498,,0.384498,,
290,0.05066923,,0.09388055,,0.09388055,,0.1502549,,0.1502549,,0.3252899,,2.120026,,2.120026,,2.120026,,0.3368637,,0.001801761,,0.1084306,,0.1084306,,0.0004773553,,0.005400528,,0.005400528,,0.3794876,,0.3794876,,
291,0.05037115,,0.09341686,,0.09341686,,0.1489784,,0.1489784,,0.3253504,,2.122013,,2.122013,,2.122013,,0.33675,,0.001796952,,0.1082424,,0.1082424,,0.000479106,,0.005414418,,0.005414418,,0.3747111,,0.3747111,,
292,0.05007846,,0.09294339,,0.09294339,,0.147706,,0.147706,,0.325432,,2.123933,,2.123933,,2.123933,,0.3366263,,0.001791517,,0.1080454,,0.1080454,,0.0004806431,,0.005428222,,0.005428222,,0.370168,,0.370168,,
293,0.04979088,,0.09246241,,0.09246241,,0.1464403,,0.1464403,,0.3255375,,2.125798,,2.125798,,2.125798,,0.3364932,,0.001785522,,0.1078404,,0.1078404,,0.0004820079,,0.005441905,,0.005441905,,0.3658575,,0.3658575,,
294,0.04950808,0.02749627,0.09197608,0.06282923,0.09197608,0.1373057,0.1451838,0.1077971,0.1451838,0.1760011,0.3256707,0.189392,2.127616,1.015434,2.127616,2.186527,2.127616,6.760017,0.3363515,0.3261416,0.001779002,0.001139392,0.107628,0.1065978,0.107628,0.1381613,0.000483235,0.0004763337,0.005455435,0.001385786,0.005455435,0.003545576,0.361778,,0.361778,0.4897346,
295,0.04922955,,0.09148635,,0.09148635,,0.1439388,,0.1439388,,0.3258356,,2.129394,,2.129394,,2.129394,,0.3362016,,0.001771972,,0.1074089,,0.1074089,,0.0004843561,,0.005468788,,0.005468788,,0.3579277,,0.3579277,,
296,0.04895461,,0.09099507,,0.09099507,,0.1427075,,0.1427075,,0.3260362,,2.131141,,2.131141,,2.131141,,0.3360443,,0.001764434,,0.1071836,,0.1071836,,0.0004854014,,0.005481942,,0.005481942,,0.354304,,0.354304,,
297,0.04868239,,0.0905039,,0.0905039,,0.141492,,0.141492,,0.3262762,,2.132864,,2.132864,,2.132864,,0.3358798,,0.001756397,,0.1069526,,0.1069526,,0.0004863984,,0.005494888,,0.005494888,,0.3509037,,0.3509037,,
298,0.04841188,,0.09001436,,0.09001436,,0.1402942,,0.1402942,,0.3265584,,2.134571,,2.134571,,2.134571,,0.3357086,,0.001747881,,0.1067162,,0.1067162,,0.0004873709,,0.005507623,,0.005507623,,0.3477231,,0.3477231,,
299,0.0481419,,0.08952792,,0.08952792,,0.1391158,,0.1391158,,0.326885,,2.136269,,2.136269,,2.136269,,0.3355311,,0.001738918,,0.1064748,,0.1064748,,0.0004883363,,0.005520157,,0.005520157,,0.3447576,,0.3447576,,
300,0.04787116,,0.08904594,,0.08904594,,0.1379585,,0.1379585,,0.3272572,,2.137965,,2.137965,,2.137965,,0.3353475,,0.001729554,,0.1062285,,0.1062285,,0.0004893032,,0.005532511,,0.005532511,,0.3420026,,0.3420026,,
301,0.04759735,,0.08869555,,0.08869555,,0.1376553,,0.1376553,,0.3276513,,2.137148,,2.137148,,2.137148,,0.3351665,,0.001696612,,0.1055071,,0.1055071,,0.0004903121,,0.005597807,,0.005597807,,0.3453296,,0.3453296,,
302,0.04732144,,0.08836691,,0.08836691,,0.1373783,,0.1373783,,0.3280726,,2.136606,,2.136606,,2.136606,,0.3349936,,0.001667559,,0.1048055,,0.1048055,,0.0004913855,,0.005658966,,0.005658966,,0.3485822,,0.3485822,,
303,0.04704371,,0.08805891,,0.08805891,,0.1371415,,0.1371415,,0.3285186,,2.136305,,2.136305,,2.136305,,0.3348285,,0.001641952,,0.1041233,,0.1041233,,0.0004925248,,0.005716425,,0.005716425,,0.3517446,,0.3517446,,
304,0.04676323,,0.08777038,,0.08777038,,0.1369426,,0.1369426,,0.3289832,,2.136225,,2.136225,,2.136225,,0.3346709,,0.001619447,,0.1034599,,0.1034599,,0.0004937556,,0.00577056,,0.00577056,,0.3548009,,0.3548009,,
305,0.04647877,,0.0875001,,0.0875001,,0.1367794,,0.1367794,,0.3294574,,2.136347,,2.136347,,2.136347,,0.3345206,,0.001599792,,0.1028145,,0.1028145,,0.0004951236,,0.005821692,,0.005821692,,0.3577363,,0.3577363,,
306,0.04618919,0.03450141,0.08724675,0.0565676,0.08724675,0.07625587,0.1366495,0.09958467,0.1366495,0.1276322,0.3299305,0.2986566,2.136659,2.179469,2.136659,2.065053,2.136659,2.311117,0.3343771,0.31141,0.0015828,0.00179557,0.1021862,0.1115148,0.1021862,0.1241924,0.0004966896,0.000630639,0.005870095,0.003009136,0.005870095,0.006062548,0.360538,,0.360538,0.2520699,
307,0.0458937,,0.08700899,,0.08700899,,0.1365505,,0.1365505,,0.3303915,,2.137151,,2.137151,,2.137151,,0.3342404,,0.001568327,,0.1015744,,0.1015744,,0.0004985239,,0.005915998,,0.005915998,,0.3631945,,0.3631945,,
308,0.04559194,,0.0867854,,0.0867854,,0.1364797,,0.1364797,,0.3308301,,2.137816,,2.137816,,2.137816,,0.3341101,,0.001556254,,0.1009781,,0.1009781,,0.0005006997,,0.005959589,,0.005959589,,0.3656962,,0.3656962,,
309,0.04528401,,0.08657452,,0.08657452,,0.1364343,,0.1364343,,0.3312369,,2.138645,,2.138645,,2.138645,,0.333986,,0.001546467,,0.1003969,,0.1003969,,0.000503287,,0.006001019,,0.006001019,,0.3680354,,0.3680354,,
310,0.04497049,,0.08637492,,0.08637492,,0.1364117,,0.1364117,,0.3316046,,2.139631,,2.139631,,2.139631,,0.333868,,0.001538849,,0.09983002,,0.09983002,,0.0005063475,,0.006040409,,0.006040409,,0.3702061,,0.3702061,,
311,0.04465238,,0.08618509,,0.08618509,,0.1364091,,0.1364091,,0.3319273,,2.140768,,2.140768,,2.140768,,0.3337561,,0.001533271,,0.09927697,,0.09927697,,0.0005099299,,0.006077851,,0.006077851,,0.3722042,,0.3722042,,
312,0.04433106,,0.08600353,,0.08600353,,0.136424,,0.136424,,0.3322009,,2.142049,,2.142049,,2.142049,,0.33365,,0.001529591,,0.09873731,,0.09873731,,0.0005140677,,0.006113411,,0.006113411,,0.3740272,,0.3740272,,
313,0.04402413,,0.08566467,,0.08566467,,0.136375,,0.136375,,0.3325104,,2.148576,,2.148576,,2.148576,,0.3332022,,0.001513009,,0.09865659,,0.09865659,,0.0005176434,,0.006166063,,0.006166063,,0.3751556,,0.3751556,,
314,0.04373604,,0.08532902,,0.08532902,,0.1363519,,0.1363519,,0.3328343,,2.15463,,2.15463,,2.15463,,0.3327622,,0.00149745,,0.0985739,,0.0985739,,0.0005207998,,0.006216872,,0.006216872,,0.3762117,,0.3762117,,
315,0.04346896,,0.08499584,,0.08499584,,0.1363487,,0.1363487,,0.3331659,,2.16029,,2.16029,,2.16029,,0.3323297,,0.001482995,,0.09848807,,0.09848807,,0.0005236332,,0.006265914,,0.006265914,,0.3772055,,0.3772055,,
316,0.04322519,,0.08466409,,0.08466409,,0.1363621,,0.1363621,,0.3335041,,2.165616,,2.165616,,2.165616,,0.3319045,,0.0014698,,0.09839853,,0.09839853,,0.0005262173,,0.00631325,,0.00631325,,0.3781479,,0.3781479,,
317,0.04300678,,0.08433299,,0.08433299,,0.1363891,,0.1363891,,0.3338524,,2.170658,,2.170658,,2.170658,,0.3314864,,0.001458089,,0.09830485,,0.09830485,,0.0005286176,,0.006358941,,0.006358941,,0.3790498,,0.3790498,,
318,0.04281549,0.0368807,0.08400191,0.04584575,0.08400191,0.07297283,0.1364275,0.07664138,0.1364275,0.156622,0.3342163,0.2330979,2.175452,2.278536,2.175452,1.530569,2.175452,4.1889,0.3310754,0.4165773,0.001448122,0.00137638,0.09820674,0.1189368,0.09820674,0.1283394,0.0005308983,0.0004166243,0.006403037,0.002771573,0.006403037,0.0105778,0.3799214,,0.3799214,0.3244737,
319,0.04265276,,0.08367036,,0.08367036,,0.1364753,,0.1364753,,0.3346023,,2.180026,,2.180026,,2.180026,,0.3306713,,0.001440162,,0.09810405,,0.09810405,,0.0005331242,,0.006445582,,0.006445582,,0.3807723,,0.3807723,,
320,0.04251975,,0.08333809,,0.08333809,,0.1365307,,0.1365307,,0.335016,,2.184403,,2.184403,,2.184403,,0.3302739,,0.001434449,,0.09799673,,0.09799673,,0.0005353594,,0.006486618,,0.006486618,,0.3816112,,0.3816112,,
321,0.04241725,,0.08300499,,0.08300499,,0.1365924,,0.1365924,,0.3354619,,2.188596,,2.188596,,2.188596,,0.3298832,,0.00143117,,0.09788482,,0.09788482,,0.0005376633,,0.006526186,,0.006526186,,0.3824457,,0.3824457,,
322,0.04234603,,0.08267093,,0.08267093,,0.1366594,,0.1366594,,0.3359426,,2.192616,,2.192616,,2.192616,,0.3294991,,0.00143045,,0.09776842,,0.09776842,,0.0005400864,,0.006564327,,0.006564327,,0.3832826,,0.3832826,,
323,0.04230665,,0.0823359,,0.0823359,,0.1367305,,0.1367305,,0.3364589,,2.196469,,2.196469,,2.196469,,0.3291216,,0.001432345,,0.09764768,,0.09764768,,0.0005426669,,0.006601084,,0.006601084,,0.3841275,,0.3841275,,
324,0.04229954,,0.08199991,,0.08199991,,0.1368051,,0.1368051,,0.3370103,,2.200157,,2.200157,,2.200157,,0.3287505,,0.00143684,,0.09752277,,0.09752277,,0.0005454258,,0.006636505,,0.006636505,,0.3849849,,0.3849849,,
325,0.04230319,,0.08182376,,0.08182376,,0.1370379,,0.1370379,,0.3374221,,2.202661,,2.202661,,2.202661,,0.3282927,,0.001419541,,0.09769913,,0.09769913,,0.0005479134,,0.006629398,,0.006629398,,0.3854071,,0.3854071,,
326,0.04231802,,0.08165584,,0.08165584,,0.1372582,,0.1372582,,0.3377117,,2.205236,,2.205236,,2.205236,,0.3278413,,0.001404213,,0.09785677,,0.09785677,,0.0005502548,,0.006624581,,0.006624581,,0.3858646,,0.3858646,,
327,0.04234594,,0.08149595,,0.08149595,,0.1374703,,0.1374703,,0.3378987,,2.207839,,2.207839,,2.207839,,0.3273964,,0.001390721,,0.09799607,,0.09799607,,0.000552448,,0.006621692,,0.006621692,,0.3863606,,0.3863606,,
328,0.04238704,,0.08134494,,0.08134494,,0.1376739,,0.1376739,,0.3379986,,2.210433,,2.210433,,2.210433,,0.3269578,,0.001379091,,0.09811773,,0.09811773,,0.0005544731,,0.006620428,,0.006620428,,0.386897,,0.386897,,
329,0.04244081,,0.08120357,,0.08120357,,0.137869,,0.137869,,0.3380243,,2.212992,,2.212992,,2.212992,,0.3265257,,0.001369484,,0.09822243,,0.09822243,,0.0005562972,,0.006620536,,0.006620536,,0.3874751,,0.3874751,,
330,0.0425064,0.09101044,0.08107253,0.05865653,0.08107253,0.07804324,0.1380553,0.07947166,0.1380553,0.100249,0.3379871,0.1019803,2.215492,4.408471,2.215492,1.360505,2.215492,3.524454,0.3260999,0.6524001,0.001362131,0.001588153,0.09831084,0.1258949,0.09831084,0.08861528,0.0005578794,0.0003924721,0.006621803,0.003919796,0.006621803,0.004387872,0.3880953,,0.3880953,0.302544,
331,0.04258276,,0.08095241,,0.08095241,,0.138233,,0.138233,,0.3378968,,2.217917,,2.217917,,2.217917,,0.3256805,,0.001357274,,0.09838362,,0.09838362,,0.0005591761,,0.006624055,,0.006624055,,0.3887579,,0.3887579,,
332,0.04266873,,0.08084365,,0.08084365,,0.1384019,,0.1384019,,0.3377625,,2.220255,,2.220255,,2.220255,,0.3252675,,0.001355116,,0.09844146,,0.09844146,,0.0005601457,,0.006627148,,0.006627148,,0.3894622,,0.3894622,,
333,0.0427632,,0.08074658,,0.08074658,,0.1385619,,0.1385619,,0.3375927,,2.222497,,2.222497,,2.222497,,0.3248608,,0.001355785,,0.09848501,,0.09848501,,0.0005607515,,0.006630967,,0.006630967,,0.3902076,,0.3902076,,
334,0.04286516,,0.08066138,,0.08066138,,0.1387131,,0.1387131,,0.3373955,,2.224637,,2.224637,,2.224637,,0.3244604,,0.001359319,,0.09851493,,0.09851493,,0.0005609641,,0.006635424,,0.006635424,,0.3909929,,0.3909929,,
335,0.04297356,,0.08058833,,0.08058833,,0.1388555,,0.1388555,,0.3371783,,2.226673,,2.226673,,2.226673,,0.3240664,,0.001365657,,0.09853188,,0.09853188,,0.0005607618,,0.006640454,,0.006640454,,0.3918168,,0.3918168,,
336,0.04308765,,0.08052748,,0.08052748,,0.1389892,,0.1389892,,0.3369482,,2.228607,,2.228607,,2.228607,,0.3236785,,0.001374653,,0.09853647,,0.09853647,,0.0005601306,,0.006646017,,0.006646017,,0.392678,,0.392678,,
337,0.0432089,,0.08044422,,0.08044422,,0.1386718,,0.1386718,,0.336753,,2.231121,,2.231121,,2.231121,,0.3235862,,0.001387988,,0.09889626,,0.09889626,,0.0005599778,,0.006657516,,0.006657516,,0.3941934,,0.3941934,,
338,0.0433364,,0.08037827,,0.08037827,,0.1383711,,0.1383711,,0.3365962,,2.233455,,2.233455,,2.233455,,0.3234977,,0.001399615,,0.09924058,,0.09924058,,0.0005600406,,0.006668317,,0.006668317,,0.3956805,,0.3956805,,
339,0.04346928,,0.0803291,,0.0803291,,0.1380752,,0.1380752,,0.3364811,,2.235629,,2.235629,,2.235629,,0.3234132,,0.00140975,,0.09956982,,0.09956982,,0.0005602626,,0.006678525,,0.006678525,,0.397132,,0.397132,,
340,0.04360715,,0.08029604,,0.08029604,,0.1377832,,0.1377832,,0.3364118,,2.237657,,2.237657,,2.237657,,0.3233323,,0.001418638,,0.0998849,,0.0998849,,0.0005606055,,0.006688228,,0.006688228,,0.3985409,,0.3985409,,
341,0.04374955,,0.08027839,,0.08027839,,0.1374943,,0.1374943,,0.3363935,,2.239555,,2.239555,,2.239555,,0.3232552,,0.001426543,,0.1001867,,0.1001867,,0.0005610408,,0.006697505,,0.006697505,,0.3999006,,0.3999006,,
342,0.04389592,0.01654223,0.08027545,0.1208989,0.08027545,0.1425882,0.1372075,0.1401335,0.1372075,0.1880696,0.3364313,0.1456862,2.241339,1.535535,2.241339,2.210821,2.241339,2.484451,0.3231815,0.4573231,0.001433725,0.002444946,0.1004761,0.1155041,0.1004761,0.1248472,0.0005615446,0.0007084626,0.006706426,0.002415228,0.006706426,0.003641495,0.4012056,,0.4012056,0.329337,
343,0.0440455,,0.08028649,,0.08028649,,0.1369222,,0.1369222,,0.3365301,,2.243021,,2.243021,,2.243021,,0.3231113,,0.001440422,,0.1007541,,0.1007541,,0.0005620953,,0.006715052,,0.006715052,,0.4024509,,0.4024509,,
344,0.04419731,,0.08031084,,0.08031084,,0.1366378,,0.1366378,,0.3366936,,2.244617,,2.244617,,2.244617,,0.3230445,,0.00144683,,0.1010216,,0.1010216,,0.0005626733,,0.006723436,,0.006723436,,0.4036323,,0.4036323,,
345,0.04435024,,0.08034781,,0.08034781,,0.1363536,,0.1363536,,0.3369239,,2.246139,,2.246139,,2.246139,,0.322981,,0.001453097,,0.1012795,,0.1012795,,0.0005632624,,0.00673162,,0.00673162,,0.4047465,,0.4047465,,
346,0.04450308,,0.08039676,,0.08039676,,0.1360692,,0.1360692,,0.3372218,,2.2476,,2.2476,,2.2476,,0.3229207,,0.001459313,,0.1015288,,0.1015288,,0.0005638509,,0.006739638,,0.006739638,,0.4057908,,0.4057908,,
347,0.04465456,,0.08045709,,0.08045709,,0.135784,,0.135784,,0.3375856,,2.249015,,2.249015,,2.249015,,0.3228638,,0.001465516,,0.1017706,,0.1017706,,0.0005644327,,0.006747509,,0.006747509,,0.4067633,,0.4067633,,
348,0.0448034,,0.08052818,,0.08052818,,0.1354977,,0.1354977,,0.3380109,,2.250396,,2.250396,,2.250396,,0.32281,,0.001471699,,0.1020057,,0.1020057,,0.0005650102,,0.006755244,,0.006755244,,0.407663,,0.407663,,
349,0.04494386,,0.08061201,,0.08061201,,0.1351346,,0.1351346,,0.3384518,,2.249877,,2.249877,,2.249877,,0.3224792,,0.001469048,,0.1025168,,0.1025168,,0.0005654981,,0.006787497,,0.006787497,,0.4086171,,0.4086171,,
350,0.04507613,,0.08070996,,0.08070996,,0.1347673,,0.1347673,,0.3389049,,2.249573,,2.249573,,2.249573,,0.3221549,,0.001466851,,0.1030129,,0.1030129,,0.0005658991,,0.006817625,,0.006817625,,0.4095636,,0.4095636,,
351,0.04520091,,0.08082069,,0.08082069,,0.1343953,,0.1343953,,0.3393632,,2.249465,,2.249465,,2.249465,,0.3218372,,0.001465034,,0.1034946,,0.1034946,,0.0005662421,,0.006845829,,0.006845829,,0.4105086,,0.4105086,,
352,0.04531774,,0.08094354,,0.08094354,,0.1340199,,0.1340199,,0.3398193,,2.249535,,2.249535,,2.249535,,0.321526,,0.00146362,,0.1039631,,0.1039631,,0.0005665598,,0.006872276,,0.006872276,,0.4114584,,0.4114584,,
353,0.0454262,,0.08107759,,0.08107759,,0.1336419,,0.1336419,,0.3402662,,2.249769,,2.249769,,2.249769,,0.3212211,,0.001462706,,0.1044192,,0.1044192,,0.000566889,,0.006897112,,0.006897112,,0.412419,,0.412419,,
354,0.04552572,0.03860295,0.08122201,0.1036185,0.08122201,0.1091336,0.1332622,0.1027593,0.1332622,0.1207431,0.3406971,0.2913723,2.250154,4.012204,2.250154,3.717095,2.250154,2.311117,0.3209226,,0.001462437,0.00185765,0.1048637,0.1226478,0.1048637,0.09690933,0.0005672686,0.0007178551,0.006920456,0.002731979,0.006920456,0.001995042,0.4133961,,0.4133961,0.4194898,
355,0.0456156,,0.08137605,,0.08137605,,0.1328815,,0.1328815,,0.3411059,,2.250679,,2.250679,,2.250679,,0.3206303,,0.001462975,,0.1052972,,0.1052972,,0.0005677382,,0.006942409,,0.006942409,,0.4143949,,0.4143949,,
356,0.04569513,,0.08153906,,0.08153906,,0.1325007,,0.1325007,,0.3414873,,2.251335,,2.251335,,2.251335,,0.3203443,,0.001464466,,0.1057204,,0.1057204,,0.0005683351,,0.006963057,,0.006963057,,0.4154198,,0.4154198,,
357,0.04576362,,0.08171044,,0.08171044,,0.1321204,,0.1321204,,0.3418378,,2.252114,,2.252114,,2.252114,,0.3200643,,0.001467023,,0.1061336,,0.1061336,,0.0005690923,,0.00698247,,0.00698247,,0.4164749,,0.4164749,,
358,0.04582046,,0.08188963,,0.08188963,,0.1317411,,0.1317411,,0.3421549,,2.253007,,2.253007,,2.253007,,0.3197904,,0.00147071,,0.1065373,,0.1065373,,0.0005700366,,0.007000707,,0.007000707,,0.4175633,,0.4175633,,
359,0.04586514,,0.08207613,,0.08207613,,0.1313634,,0.1313634,,0.3424377,,2.254009,,2.254009,,2.254009,,0.3195224,,0.001475546,,0.1069317,,0.1069317,,0.0005711873,,0.007017815,,0.007017815,,0.4186877,,0.4186877,,
360,0.04589728,,0.0822695,,0.0822695,,0.1309879,,0.1309879,,0.3426864,,2.255112,,2.255112,,2.255112,,0.3192602,,0.001481506,,0.1073172,,0.1073172,,0.0005725559,,0.007033835,,0.007033835,,0.41985,,0.41985,,
361,0.04592766,,0.08242333,,0.08242333,,0.1304585,,0.1304585,,0.342964,,2.254769,,2.254769,,2.254769,,0.3191757,,0.001526412,,0.1069846,,0.1069846,,0.000573521,,0.007035133,,0.007035133,,0.4213002,,0.4213002,,
362,0.04595263,,0.08257791,,0.08257791,,0.1299347,,0.1299347,,0.3432729,,2.254647,,2.254647,,2.254647,,0.3190961,,0.001567984,,0.1066767,,0.1066767,,0.00057435,,0.007036968,,0.007036968,,0.422789,,0.422789,,
363,0.0459692,,0.08273403,,0.08273403,,0.1294142,,0.1294142,,0.3436058,,2.254726,,2.254726,,2.254726,,0.3190214,,0.001606219,,0.1063947,,0.1063947,,0.0005750682,,0.007039238,,0.007039238,,0.4243162,,0.4243162,,
364,0.04597678,,0.08289178,,0.08289178,,0.1288977,,0.1288977,,0.3439535,,2.254991,,2.254991,,2.254991,,0.3189517,,0.001640898,,0.1061387,,0.1061387,,0.000575687,,0.007041858,,0.007041858,,0.4258809,,0.4258809,,
365,0.04597577,,0.08305123,,0.08305123,,0.1283857,,0.1283857,,0.3443054,,2.255427,,2.255427,,2.255427,,0.3188871,,0.001671613,,0.1059084,,0.1059084,,0.0005762106,,0.007044753,,0.007044753,,0.427482,,0.427482,,
366,0.04596709,0.04420773,0.08321245,0.08955523,0.08321245,0.04419218,0.1278785,0.1026106,0.1278785,0.05747316,0.3446499,0.2768037,2.256023,5.770639,2.256023,4.810359,2.256023,3.35112,0.3188274,0.2718918,0.001697834,0.001634995,0.1057039,0.1048351,0.1057039,0.0604592,0.0005766398,0.000350206,0.007047856,0.0032467,0.007047856,0.005113082,0.4291182,,0.4291182,0.3484767,
