SSB2017,R0
2902392,81.85744
3050001,79.45671
7265274,205.6525
2464799,87.39116
3008748,72.04914
2191704,77.27182
2978758,135.6568
3231501,106.2213
10403760,318.6059
10403760,318.6059
3134008,96.45568
3134008,96.45568
2692315,80.70451
3781595,76.7998
3781595,76.7998
2972720,99.28915
2377663,109.8284
1814691,74.01166
2243488,115.3848
2872428,86.14106
2554843,129.4003
6098887,210.4026
6077809,164.5175
4792037,244.3473
5293207,169.9543
5293207,169.9543
3518330,80.7125
3518330,80.7125
2181279,82.36105
2463478,82.14221
2503267,78.31541
2261611,78.67698
4770500,203.0317
6507077,257.2341
6507077,257.2341
2341252,90.12884
5056573,237.4287
8098756,294.8572
3506246,84.9164
3506246,84.9164
3506246,84.9164
3674619,74.76667
3674619,74.76667
3237695,107.6544
3131083,85.11611
8905078,274.7738
8905078,274.7738
2789649,111.1516
4548324,211.4477
3696281,157.6899
2525926,78.58317
8868915,289.1133
8868915,289.1133
3271364,91.54945
5624033,187.6977
3439013,109.402
2970509,114.2533
2893987,86.60094
5424829,201.8277
3465074,80.13168
2607075,81.55486
2653195,98.33692
7310184,225.7553
2857921,130.2635
4344784,168.9222
4344784,168.9222
5189783,210.4006
11040000,298.3502
2793956,103.6147
2783206,77.11536
2783206,77.11536
2783206,77.11536
2319070,75.3579
3681377,85.80626
3316631,171.8034
3316631,171.8034
2186061,104.3625
1958031,85.73105
2993597,79.77802
3066500,86.37375
2703342,100.5958
1980862,79.89518
3788811,130.3035
3066969,88.7184
2755861,94.64822
2059108,112.6973
2582214,77.7247
2558489,93.05006
3482025,79.2384
2551797,100.1617
2729550,81.55486
2703295,91.73038
3128050,114.0117
5330523,220.4826
3671416,73.31296
1934212,96.48065
2707654,68.41206
6942044,212.8976
2285947,93.5605
2068830,74.39486
3792140,105.4156
3891650,175.9756
4401850,114.8923
3470857,134.5561
3470857,134.5561
2612462,111.9714
2806377,81.22407
5456527,223.1202
3516048,95.67282
2684237,71.17735
3688701,117.727
2589477,148.4244
2412257,93.96438
3038857,82.20652
3698821,115.1115
3897088,96.67934
2092562,81.46335
4065569,107.2342
3008650,123.5566
3565812,100.1242
6030571,215.5051
3991131,166.0569
3357156,109.4231
7092454,205.8322
5757180,248.0756
3577579,128.9929
2952741,104.4631
2942101,113.0813
3095371,79.11404
1895855,86.50348
1895855,86.50348
2785566,103.7737
2901512,66.07789
4076977,124.6959
3820777,78.61993
2524847,91.78365
5684867,206.7516
3529437,118.5812
2110432,84.80182
1879349,77.5556
6160598,169.5024
3205828,109.4231
2300453,92.91964
2616701,95.51533
2141348,90.00386
3349631,77.88452
2064082,85.94555
3115627,98.66648
2756009,76.40204
2682932,91.07154
2682932,91.07154
3351950,82.94434
3351950,82.94434
1959123,108.6536
3385526,98.01052
3552143,107.4474
2186375,103.5034
2035593,73.5447
3345346,141.3779
2873079,120.6551
3828166,219.4293
3828166,219.4293
7866953,317.4069
3444844,71.92701
2148584,86.60085
2813327,77.24399
5411896,182.7368
2672319,84.80981
2857238,124.5513
2857238,124.5513
2801000,109.9533
3792899,94.83552
1950791,80.75673
3315785,75.84556
3097419,142.9141
2784330,96.14456
3324611,119.0018
6776528,204.2555
2206291,74.00331
3420509,91.64843
2601550,101.4409
